Regulator	Target	MI
App	Cadm2	0.8099583269495421
App	Gjb1	0.8060620149343523
App	Folh1	0.8087326111168691
App	CT485616.1	0.8213332644804368
App	Nova1	0.8442030835306324
App	Adamts1	0.877980966637339
App	Bcl2	0.8280597262131977
App	Inpp4b	1.039594462737501
App	Slc39a12	1.1238630280035222
App	Tgfbr1	0.8802756124038229
App	Bcl2a1b	0.809949120159569
App	Ckmt2	0.884710108046594
App	Gucy1b1	0.8794860845768291
App	Smtn	1.0256426104443266
App	Ptprk	0.8730961426736457
App	Gm11427	0.9390419948662547
App	Gm47847	0.8414884769350683
App	Gm13629	0.9265080295666506
App	E230029C05Rik	0.86025595921065
App	Crim1	0.9254569791857774
App	Cyp2d37-ps	0.8186087811181579
App	Gm26522	0.8200760840429409
App	Tanc1	0.7958535741801898
App	Bub1	0.8408910514403614
App	B230334C09Rik	0.8785433163122658
App	Prickle2	0.854500465364401
App	Adamts18	0.8426866517606832
App	Dach1	0.8474041263842818
App	Flt1	0.8113346252980005
App	Fhl2	0.8162096882950554
App	Epha3	0.8216015030073214
App	Plcl1	0.802469375000145
App	Ugt1a10	0.86180408393958
App	Tmcc3	0.8218366754639135
App	Ccr1	0.831130882993115
App	Spag6l	0.833886746734346
App	Gm12877	0.9550626375607987
App	Trp63	0.7955284341616355
App	Vcan	0.8273564504361044
App	Proz	0.7964000054034228
App	Abcg2	0.8932587114794517
App	Asb14	0.8244056754102767
App	1700042O10Rik	0.8467813587618869
App	Gm7247	0.8017759156138897
App	Sept11	0.9541241866980519
App	Gm31641	0.8178282431383046
App	Gm4117	0.8040488013504268
App	Vstm4	0.8448607506634254
App	Clec7a	0.8288886895852539
App	Pawr	0.7966820095813105
App	Cyp7b1	1.0514273862709755
App	Nhsl1	0.8301037126525408
App	F2	0.9042686330397043
App	Chst7	0.9417974384478791
App	Olfr111	0.8266060468963952
App	Il1rapl1	0.8852858586784063
App	Itga8	0.8028700377659508
App	Slc1a1	0.8374116144315584
App	Dgkh	0.8844675998398914
App	Trib2	0.9519797169089506
App	Dcstamp	0.8353395375544439
App	Ctla2a	0.96348663744297
App	Gpm6b	0.8185051731411663
App	Il15	0.8705243442236261
App	Malat1	0.2544500916726937
App	Hgf	0.8158656025826527
App	Slc6a20a	0.8326835841493807
App	E330020D12Rik	0.877327852138154
App	Rasal2	0.8310877601226201
App	Angpt2	0.8760071742680591
App	Cttnbp2nl	0.8031207507645535
App	Gmds	0.8791942863419075
App	H2-D1	0.8407521654307857
App	Tbc1d1	0.9282016146845393
App	Prkg1	0.826132067641999
App	Ankfn1	0.8029360827040115
App	Htr2a	0.8551789245493273
App	Arhgef26	0.8089648919966219
App	Samd9l	0.8286729299234787
App	Acpp	0.8069635035508975
App	Nrgn	0.8573977623090414
App	Gm2245	0.8815702310213451
App	Cntnap5b	0.8594457510172404
App	Gm12688	0.8257643566978814
App	Hist1h2ab	0.9320642793795884
App	Hist1h2ad	0.8101789513716078
App	Car1	0.8833658565796334
App	Hist1h2ai	0.9776596457109941
App	Hist1h2ah	0.8302694760462073
App	Hist1h2an	0.9274054517379771
App	St6galnac3	0.8052971057114124
App	Mfhas1	0.9156272654051687
App	Lhfp	0.9017905976144336
App	Pear1	0.7998832566165559
App	Add2	0.8293429647909951
App	E230032D23Rik	0.9095814358501668
App	Lancl3	0.937853685566659
App	Ccdc68	0.8316920569246982
Spi1	Gm16252	1.7683813007993479
Spi1	F630028O10Rik	1.916902276017117
Spi1	Gjb1	1.6122252471631686
Spi1	Fgd2	2.0123917024717066
Spi1	Hpgds	2.1475971062590444
Spi1	Csf1r	2.0985442390394216
Spi1	Ptprc	2.309124610936964
Spi1	Gimap3	2.0211145525972025
Spi1	Tmem150b	1.9648747202076136
Spi1	Hmmr	1.6926227052128535
Spi1	Bcl2a1b	1.9338720306519424
Spi1	Tpx2	1.5243058147352615
Spi1	Pilra	2.036683900111023
Spi1	Kif18a	1.6679874315893022
Spi1	Parpbp	1.6412167179306802
Spi1	Ptpro	1.6692042676559202
Spi1	Vav1	1.9063768840950397
Spi1	Tlr7	2.0946767716906685
Spi1	Cd33	2.1275779627190783
Spi1	Gm47847	1.7829257186948677
Spi1	Cd48	2.3049095705380496
Spi1	Fcer2a	1.5666696912739262
Spi1	Srgn	2.0379392346107297
Spi1	Cyp2d37-ps	1.549983967949622
Spi1	Scimp	2.119455563132555
Spi1	Mastl	1.593101806441073
Spi1	Gm26522	1.964696037162084
Spi1	Aim2	1.7920684260662538
Spi1	Gm26510	2.1725277623342274
Spi1	Mmrn2	1.6959594919450618
Spi1	Bub1	1.6775992664535249
Spi1	Sult3a1	1.5408718580532437
Spi1	Sema3d	1.6360855542377548
Spi1	Pcdh17	1.6472628111361205
Spi1	Lockd	1.5663748598946183
Spi1	Srms	1.9693451951532994
Spi1	Gipc2	1.61893530116933
Spi1	Fli1	1.6725274255545752
Spi1	Ms4a8a	2.0577804107382756
Spi1	Depdc1a	1.6913398452546788
Spi1	Lilra5	2.2455042531797353
Spi1	Cd300c2	2.431154604339589
Spi1	Ms4a6b	2.2937690921251814
Spi1	Ntf3	2.0424016575918857
Spi1	Ms4a6c	2.037990988716606
Spi1	Ms4a6d	2.101409705267132
Spi1	Ncf4	2.2648669535739434
Spi1	Sla	1.934214563682633
Spi1	Ms4a4c	1.9955842619873438
Spi1	Ms4a4a	2.5605200257888083
Spi1	Anxa3	1.7331586423274343
Spi1	Upp1	1.9857646229992225
Spi1	Irx3os	1.6028034090287333
Spi1	Fyb	2.3728653214712057
Spi1	Efr3b	1.6620469064426784
Spi1	Prc1	1.6123283587304424
Spi1	Arhgap45	1.9585548236726398
Spi1	Chst15	1.7611843546948842
Spi1	Vsig2	1.6803016215892344
Spi1	Ccnf	1.5206778195736943
Spi1	Ccr1	1.8239058604769323
Spi1	Spag6l	1.6167596662390098
Spi1	Mis18bp1	1.6060143680866714
Spi1	Ifi47	1.7336398566672724
Spi1	B3gnt5	1.7142412575526365
Spi1	Ctss	1.8053396720211756
Spi1	Kif14	1.6015211198892505
Spi1	Ccr5	1.9700380447040597
Spi1	Kif23	1.6302110704057595
Spi1	Runx3	1.9513002507358026
Spi1	Stap1	2.0498776515051693
Spi1	Rgs1	1.9941249876230769
Spi1	Gm49339	1.7898160129884193
Spi1	Gm35154	2.0125660331477206
Spi1	Cybb	2.155790465372344
Spi1	Clec4n	2.041621558553757
Spi1	Ckap2	1.6094166044434974
Spi1	1700042O10Rik	1.7725562292770718
Spi1	Gm1966	2.313855908797053
Spi1	Hcrtr2	1.5439247525744957
Spi1	Gm5431	1.6772765182820093
Spi1	Selplg	1.9603654973639753
Spi1	Clec9a	1.7712686219030926
Spi1	Clec7a	2.0283693618788643
Spi1	Mrc1	1.7630721100236784
Spi1	Gm8995	2.0971992444251377
Spi1	Cdca2	1.7127530110133478
Spi1	Chst7	1.6029244212494396
Spi1	Olfr111	2.000919077973946
Spi1	Egln3	1.9369317382808422
Spi1	Olfr933	1.7237775940356084
Spi1	Mir142hg	2.137773748436895
Spi1	Ly86	2.133643205513497
Spi1	Efcab11	1.6471478634924077
Spi1	Col28a1	1.79668545086105
Spi1	Esco2	1.6265345351766927
Spi1	Ttk	1.6456698678888255
Spi1	Arhgap30	1.9614072318262146
Spi1	Kcnk6	1.599511211670679
Spi1	H2-DMb1	2.0286608289586505
Spi1	Trib2	1.74551298659211
Spi1	P2ry10b	1.959433029887026
Spi1	Dcstamp	1.7208898882154209
Spi1	Ctla2a	1.8702564608142147
Spi1	Gm8013	1.7435043354811226
Spi1	Zfp366	1.862294586442789
Spi1	Tg	1.5641105182955037
Spi1	Gm13857	1.610733110139182
Spi1	Gm4951	1.5598215592473785
Spi1	Hck	1.9599531154894212
Spi1	Il10ra	2.020473989843312
Spi1	Lrrc25	1.9568846513694256
Spi1	Atp8b4	2.1775294458629846
Spi1	Gm40645	1.6565266597520383
Spi1	Nid1	1.3481230769690304
Spi1	Pik3cg	1.6532477066577114
Spi1	Slc6a20a	1.6249835177825673
Spi1	Cxcl16	1.6244277438627428
Spi1	E330020D12Rik	2.0758259451132695
Spi1	Pilrb1	2.2242087855862134
Spi1	Pilrb2	2.2343879779108993
Spi1	Cttnbp2nl	1.416351154983503
Spi1	C3ar1	1.9277522650378742
Spi1	Siglec1	1.9438305614001488
Spi1	Isl1	1.5241216734176009
Spi1	Pkib	1.578251374656931
Spi1	Siglece	1.942177147597178
Spi1	Clec4a3	2.1613132849758188
Spi1	Mmp13	1.8066259932414601
Spi1	Gm3164	1.7553791116143165
Spi1	P2ry10	1.9399851700624202
Spi1	Tgtp2	1.9352738824098017
Spi1	Ifi209	2.222874818627356
Spi1	Ifi207	2.3270254085515374
Spi1	Ifi203	1.9874330097220732
Spi1	Lcp1	2.067451555650612
Spi1	Adgre4	1.5163724071084053
Spi1	Gzmk	1.9809159012474593
Spi1	C130050O18Rik	1.7241562547865588
Spi1	Nrgn	1.649400980653061
Spi1	Nlrc4	2.087686408694055
Spi1	Gm12688	1.8293362057362277
Spi1	Pcdha1	1.6348349492940812
Spi1	Pcdha2	1.5877291966242577
Spi1	Lair1	2.3558403307905147
Spi1	Lilrb4a	2.1861257573793758
Spi1	Msr1	2.310499422528327
Spi1	Crhr2	1.6306155940302451
Spi1	Cd300a	1.9982357970252362
Spi1	Adgrl4	1.7883172316623375
Spi1	Hist1h2ab	1.7057986433267427
Spi1	Hist1h2ae	1.5677735104578847
Spi1	Hist1h2ad	1.7497172954128617
Spi1	Car1	1.5412462926994088
Spi1	Hist1h2ai	1.9083112075075297
Spi1	Hist1h2ah	1.9536142395770488
Spi1	Hist1h2an	1.7953797559010667
Spi1	Ect2	1.6615343326447283
Spi1	Clspn	1.5028306566019305
Spi1	Nlrp3	1.9991095586851264
Spi1	Grm4	1.4969166656787571
Spi1	Lancl3	1.6463611019513769
Spi1	Spats2l	1.4968432399406488
Nrk	Abcb4	1.313610042109688
Nrk	Gm20754	1.3658681702830808
Nrk	Fgf13	1.4545505586156544
Nrk	Folh1	1.2923953838227034
Nrk	Ccl19	1.6069816264354309
Nrk	Scand1	1.5192149976146583
Nrk	Gm17167	1.5415148154787248
Nrk	Gm2564	1.5199644541909851
Nrk	Cobl	1.4916809289038522
Nrk	Spta1	1.3761594470288268
Nrk	Mlip	1.2526528617471513
Nrk	Lama3	1.4737662541480399
Nrk	S1pr3	1.5140094772387291
Nrk	Hamp	1.5590779592917352
Nrk	Lipc	1.3261018424840758
Nrk	Ptchd4	1.3093008546015215
Nrk	Agbl1	1.3638309648461533
Nrk	Mypn	1.5236051998680509
Nrk	Rcan2	1.2752448862107286
Nrk	Art1	1.5683282819309285
Nrk	Gm35533	1.5167076052386
Nrk	Stab2	1.9485371775756795
Nrk	Gpc3	1.1138391188074328
Nrk	Npnt	1.2696149778562305
Nrk	Clmp	1.280718477990444
Nrk	Fbln5	1.3240780880076448
Nrk	Nhsl2	1.2328683925713682
Nrk	Hsd11b1	1.3540564069890983
Nrk	Malt1	1.2904497888572886
Nrk	Cers6	1.279269874267344
Nrk	Klf5	1.4941975143350374
Nrk	Hgf	1.4746692193678221
Nrk	Gm12159	1.526516611610793
Nrk	Ltf	1.3745098850666277
Nrk	Hsd3b3	1.226134719411144
Nrk	Trpc6	1.2912977594200932
Nrk	Hbb-bt	1.7275216186981828
Nrk	Azgp1	1.1773126920969208
Nrk	Nt5e	1.620470151493219
Nrk	Fbp1	1.4410916119890844
Nrk	Egf	1.261123570397893
Nr1i3	Pdzk1	2.1841954409265973
Nr1i3	Abca6	1.243526203814338
