TF	target	importance
Rxrb	Gm34284	0.01573923048861537
Rxrg	Racgap1	0.015722524977602736
Vdr	6430531B16Rik	0.015720966140642483
Rxrg	Klrd1	0.01571668728672394
Rxrg	Gm34086	0.015711737130915632
Rxrg	Ccdc113	0.015702646462852486
Vdr	Iglon5	0.015696876967672496
Rxrg	Mall	0.01568823668497154
Vdr	Gm10221	0.01566499392335944
Rarg	Gm15561	0.01566446696723892
Vdr	Tmem30c	0.01566129039637879
Vdr	Cyp2j9	0.015648152710549933
Rarg	Gm4939	0.015641849914984407
Vdr	Gm15821	0.015632801389979065
Rarg	Gm47525	0.015613939476250139
Nr1h2	Fbxo48	0.015611545106188333
Vdr	Gm47392	0.015606713511877012
Rxrg	Rnf112	0.015601008468040719
Rxrg	Gm34585	0.015568954564982591
Nr1h2	Gm14487	0.015557080168068931
Rxrg	Gm5819	0.015555918411962055
Vdr	4930478L05Rik	0.015543076440087235
Rxrg	Cyp27b1	0.015530279830757762
Rxrg	Gm37214	0.015515349183586566
Vdr	Speer4cos	0.015509154038139163
Rarg	Gm16596	0.015506899463965832
Vdr	Gm41225	0.015503118518072557
Rarg	Gm32950	0.015476710753469297
Rarg	Slc17a1	0.015476449452161891
Rxrg	Gm45418	0.015472648385491821
Rxrg	Gm15726	0.015459114395093435
Rarg	Gm10067	0.015448631570869464
Rxrg	Ager	0.015433249145322415
Rxrg	Gm38910	0.01542120732315322
Rxrg	Mal2	0.01540797850483722
Rxrg	Penk	0.015394328799081173
Vdr	Zfy1	0.015389127654483225
Vdr	Speer4a	0.015357139842164216
Nr1h2	Hmmr	0.015347658518821652
Rxrg	Gm11587	0.015347360822726816
Vdr	Gm11991	0.015319008985688713
Nr1h2	Foxo6	0.015283026600146693
Rxrg	4930546K05Rik	0.015280648275337682
Rxrg	Carns1	0.015276051477136125
Rxrg	1810013D15Rik	0.015273481013022757
Rxrg	Gm45554	0.015268219743599406
Rxrg	Gm12724	0.015233056226901949
Rxrg	C130071C03Rik	0.015227176106027971
Rxrg	Gm12963	0.015224074129531522
Rxrg	Bpifb9b	0.015220648089759587
Rxrg	Anln	0.015197285121041881
Rxrg	Gm26663	0.01518756562060714
Vdr	Cdkn2d	0.015177750069498806
Vdr	5430401F13Rik	0.015158587661065143
Rxrg	Adora2b	0.015132711205314469
Rxrg	4933401D09Rik	0.015101587260413916
Rxrg	Gm16425	0.015092917408080818
Rxrg	Cngb3	0.015087181371242483
Rxrg	Ybey	0.015084394914623482
Nr2f1	Lhfpl5	0.01508382413948383
Rxrg	Fgr	0.015071581053719845
Rxrg	Gm15361	0.015046394792515376
Rxrg	Sept3	0.015019310006437147
Rxrg	4930592A05Rik	0.015017711021621008
Rxrg	Gm17080	0.015010920010943623
Rxrg	Slc6a15	0.014974860013640305
Rxrb	Rps12-ps1	0.014973362585932798
Rxrg	4931429L15Rik	0.014966898959464908
Rxrg	1700054A03Rik	0.014939501865412555
Rxrb	Hmmr	0.014928071804505116
Nr2f1	9330198I05Rik	0.014925844691390439
Rxrg	Gm17518	0.014917057995197073
Vdr	Gm32200	0.014913601483073604
Vdr	Ropn1l	0.014899932112116286
Rxrg	Bach2it1	0.014898499223286059
Rarg	Gm27006	0.014877731670567936
Rarg	Gm29018	0.014855372982987725
Rxrg	Gm33201	0.014848282358618124
Rxrb	Hist1h4k	0.014842330334510887
Rxrg	Prg4	0.014818250887301272
Rxrb	Gm5737	0.014816015367900422
Nr1h2	Gm40660	0.014814522682895742
Vdr	Gm4349	0.014806965079489642
Rxrg	Adcy8	0.014806395711179407
Vdr	Gm13858	0.014793504789791152
Rxrb	Gm16130	0.014792143164560385
Rxrg	Fgf3	0.01479068530986421
Rxrg	Gm11815	0.01476669996199688
Vdr	Gm7108	0.014766392872842484
Vdr	Cxcr6	0.014738407531153047
Rxrg	Hmgb1-ps7	0.014735257878847491
Rxrg	Gm14267	0.014701648912140739
Vdr	Gm45765	0.014694256779512107
Rxrg	Gm42421	0.01468608914787433
Rxrg	Vmn2r87	0.01465016891596291
Rxrg	6430710C18Rik	0.014646449052766549
Rxrg	Kcnn4	0.014630691833607767
Rxrg	Gm13436	0.014607126458878473
Rxrg	Gm5879	0.014596670851282944
Vdr	Gm9974	0.014595000015001827
Rarg	Gm12785	0.014568803661421346
Vdr	Gm38477	0.014552776321507258
Vdr	Tph1	0.01453741931235451
Vdr	Mas1	0.014494491413509744
Vdr	Ctf2	0.014490429835937737
Rxrg	Gm49470	0.014482740299398411
Vdr	Gm37214	0.014473796034904094
Rarg	Gm48905	0.014472398642330133
Vdr	Alox8	0.014462760561600877
Rxrg	Gm45868	0.014461192975895957
Rxrg	Gm14935	0.014456928592407032
Rxrg	Tdg-ps	0.014442445562530222
Vdr	Plet1	0.014425898471553966
Vdr	Gm15638	0.0144092053701158
Vdr	Fam217b	0.014395094384493016
Vdr	Smt3h2-ps4	0.014384035601725057
Rarg	Gm5737	0.014376867371955905
Rxrg	Tex21	0.014345073507686332
Vdr	Gm13499	0.014341289376489425
Rxrg	Gm26339	0.014329753169790998
Vdr	Gm47525	0.014314255853926306
Rarg	Gm47705	0.014290552170297566
Vdr	Hnf1b	0.014273646339715573
Rxrg	4932412D23Rik	0.014271051039732701
Rxrg	Dnph1	0.014249260858632363
Rxrb	Melk	0.014243021245145551
Rxrg	Gm27253	0.01423904975845338
Rxrg	Npsr1	0.014237787866055502
Rxrg	Gm15448	0.014237563332897298
Rxrg	Nudt10	0.014228852776201244
Rxrg	Gm20752	0.014226289642628988
Rxrg	Gm14703	0.014219668549847277
Rxrg	Vmn2r89	0.014216230342987534
Rxrg	Ano3	0.014208438487780568
Vdr	Gm6123	0.014204516960958279
Rxrg	F630206G17Rik	0.01417936228744024
Rxrg	Gm15821	0.014178625012147424
Vdr	Gm42851	0.01417784139680302
Rxrg	1700018A04Rik	0.014167075968663357
Vdr	Tnni1	0.014162745693570568
Rxrg	Gm6139	0.014145131524094879
Rxrg	Gm36070	0.014140899927866206
Rxrg	Dio3os	0.014132492986287739
Rxrg	Dnah5	0.014128651602305175
Rarg	Slc47a2	0.01412495621079599
Rxrg	Gm12266	0.014120787054154274
Vdr	Gm6278	0.0141077518625544
Vdr	AC120159.1	0.014097626680691233
Rxrg	Gm13652	0.014085546783579355
Rxrg	AC166164.1	0.014083461954768138
Rxrg	Dlx1as	0.014075137214813647
Rxrg	Gm34006	0.014074190329706736
Rxrg	Gm36862	0.01407302737678044
Nr2f1	Gm29388	0.014071531235216013
Vdr	Slc22a30	0.014054252243360661
Rxrg	Tmem100	0.01404132842287428
Rarg	Gm38699	0.014032194690346798
Rxrb	Rpsa-ps5	0.014020860561174022
Nr2f1	Gm48841	0.014019385735657407
Vdr	Chad	0.013987596429543699
Rxrb	Gm33111	0.013987309323047328
Rxrg	Pla2g1b	0.013955597219520582
Vdr	Trim36	0.013917740303004083
Rxrg	Gm11632	0.013917691507832737
Rxrg	Henmt1	0.013907963436424179
Nr2f1	Pkdrej	0.013891778337286486
Rxrb	Gm26880	0.013890586295566543
Vdr	Gm10306	0.01388898481719603
Vdr	Gm42556	0.013872177215669374
Vdr	AI847159	0.013861630290873162
Rxrg	Cdc20b	0.013857633908902555
Vdr	Gm49163	0.013856843419564228
Rxrg	Gm48703	0.013847223618858429
Rxrg	Arsi	0.013843862547366814
Rxrg	Rfx8	0.013840600930616113
Rxrg	Urb2	0.013838473550217223
Vdr	Hist1h4a	0.013835268265272819
Rxrg	Gm19195	0.01381956980325202
Vdr	Gm13238	0.01380307363122526
Rxrg	Pcdha3	0.013796683522219319
Rarg	Pih1h3b	0.01378141076689951
Rarg	Gm26776	0.013768274190312905
Rxrg	Gm17202	0.013766244474750711
Rxrg	Gm10132	0.013757396723593666
Vdr	Nptx1	0.013750222936539753
Vdr	4930502A04Rik	0.013747755819775475
Vdr	Lin7b	0.013739858206794674
Rxrg	A430018G15Rik	0.013734619969579543
Rarg	Foxo6	0.013731798156332856
Rxrg	Gm43465	0.013701933141045878
Vdr	Gm48365	0.013691030285877643
Vdr	Gm40658	0.013686108535416045
Rxrg	AC134468.1	0.01367318597982423
Rarg	Myoz2	0.013663935261126515
Rxrg	Gm15612	0.013662235364314152
Rxrg	1700085D07Rik	0.013660188427033775
Rxrg	Gm15226	0.013615467087454858
Rxrg	4930579G18Rik	0.013608534959302
Rxrg	Rpl36-ps2	0.01359761955284309
Rxrg	Gm46565	0.013595287240075875
Rxrb	Gm15728	0.013588204543328158
Rarg	Gm15350	0.013583905956210906
Rxrg	Gm13410	0.013573039586638308
Rxrg	Tfpi2	0.013569242969147625
Rxrg	Gm20069	0.013568911768018988
Rxrg	Mdga1	0.013552249975021255
Rxrg	Gm12319	0.013543200913475464
Rxrg	Pla2g10os	0.013541239334460364
Rxrg	Gm12324	0.013537527040457603
Rarg	Gm15987	0.013501859850901203
Vdr	Cox6a2	0.013499213792433396
Rxrg	Rps19-ps2	0.013479081957327757
Vdr	Gm2387	0.013464222756961281
Rxrg	Impg2	0.013459707367730214
Rarg	AC133103.1	0.01345307519829629
Vdr	4930573H18Rik	0.013438415858226343
Vdr	Rpsa-ps5	0.013419438512793924
Rxrg	Trim71	0.013412796411437307
Rxrg	Gm9077	0.01341266351870855
Rxrg	Pdxp	0.013410594585893458
Rxrg	Ccdc150	0.013361426560099508
Rxrg	Chrna1os	0.013298134865208854
Rxrg	Rpl35a-ps7	0.01329272021702064
Nr1h2	C130071C03Rik	0.01328867749965631
Rxrg	Pnma3	0.0132847820281248
Vdr	Kirrel3os	0.01325554044301121
Vdr	Gm26753	0.01325019118975344
Vdr	Gm10392	0.013244349071642878
Rxrg	Gm17545	0.013233834781763215
Rxrg	Naip3-ps1	0.013224085036136268
Rarg	Gm49586	0.013182148910386332
Rxrg	Dnd1	0.013146657984729608
Rxrb	Vmn2r95	0.013137674853824622
Rxrg	Speer4a	0.013129401061428897
Vdr	Gm14014	0.01312017341044731
Nr2f1	Gm29260	0.013099788350419951
Vdr	Gm6185	0.01309734083329862
Rxrg	Htatip2	0.01308037669282186
Vdr	4930509E16Rik	0.01305299502395696
Rxrg	Zfp92	0.01303563292444919
Vdr	Umodl1	0.013025152296466311
Rxrg	Tcp10a	0.013011310665582733
Rxrg	Gm15663	0.013000223619865333
Rxrg	Tph1	0.012974287867300238
Rarg	Gm2862	0.012969012055863025
Rxrg	Vmn2r-ps94	0.012953812862490408
Rxrb	Fndc7	0.012905172718189405
Vdr	Gm15186	0.01290502828440869
Nr2f1	Gm4939	0.012894144012276454
Rxrg	Gm49678	0.012893656395064932
Nr2f1	Gm15997	0.012892850840659687
Rxrg	Gm10575	0.012886031060350443
Rarg	Gm38642	0.012880407269843186
Rxrg	Faap24	0.012870842010806693
Nr1h2	Gm5737	0.012867592728273711
Vdr	Gm48239	0.012864206268755837
Rxrg	Hist1h2bh	0.012840322280664626
Rxrb	Foxo6	0.012836430949144056
Rarg	Defb19	0.01282852064111963
Rxrg	N4bp3	0.012820438241349085
Rxrg	Gm47034	0.012799988274329752
Rxrg	Gm38258	0.012792109444838053
Rxrg	Unc5d	0.01277014164667602
Rxrg	Gm26512	0.012702635028732326
Nr1h2	Psrc1	0.012700079111290664
Rxrg	Noxred1	0.012699577925783074
Nr1h2	Gm42948	0.012697544099554193
Rxrg	Gm8597	0.012692945168552367
Vdr	AC133103.1	0.012684298748807851
Rarg	Myadml2os	0.01267990774201044
Vdr	Gm44706	0.012678499032504377
Vdr	Gm38642	0.012678260158986907
Rxrg	Vmn2r-ps36	0.012677476732679813
Rxrg	Hsf2bp	0.012668406287521717
Vdr	Gm5089.1	0.012657973393012518
Rxrg	4930555F03Rik	0.01262377573234357
Rxrb	Gm34785	0.012620904452273712
Rxrg	Gm5089.1	0.012599725851744814
Rxrg	Wif1	0.012592186985585358
Vdr	Gm7420	0.012587767362530014
Nr1h2	A26c2	0.012584140849337554
Rxrg	Hs3st6	0.012580914716418885
Rxrg	Hand1	0.012566666266816252
Rxrg	Gm47126	0.012554462396291039
Rxrg	Gm29488	0.012553105128803107
Rxrg	Gm13626	0.012533423358540617
Rxrg	Gm5420	0.012506787217182925
Vdr	1700110I01Rik	0.012499583676404427
Rxrg	Gm11273	0.012478101812522428
Rxrg	Ccrl2	0.012476383856139306
Rxrg	Gm16184	0.012473179089623896
Rxrg	Gm5117	0.012463299759307418
Rxrg	Gm26508	0.012455967547438315
Rxrg	Efs	0.012451431244224353
Rarg	Defb39	0.012417670314769647
Rxrg	Tmsb15b1	0.012413801902275796
Rxrg	AC111128.1	0.01240781102540084
Vdr	Gm14546	0.012400569805241912
Rxrg	G730003C15Rik	0.012393033267296592
Rxrg	Smarca5-ps	0.012382881633745344
Rxrg	Alox8	0.01237969373005943
Vdr	Gm26711	0.012367145527899383
Rxrg	Frat1	0.012364477904859955
Nr1h2	Fer1l4	0.012348791330866091
Vdr	Pdcd1lg2	0.012344797583897763
Rxrg	Gm28988	0.012340982723929276
Rxrg	Ckap2	0.012331944228243085
Rxrg	Muc13	0.012311365691502658
Rxrg	Gm1980	0.012309013349021247
Rxrg	Gm12428	0.012307020393591042
Rxrg	Diaph3	0.012299147039858353
Rxrg	Gm13528	0.012274888917757482
Rxrg	Akr1c21	0.012263680433272904
Rarg	Gm34816	0.01225771747655262
Rxrg	Nrn1l	0.01225407374946089
Rxrb	Vmn1r139	0.012228914029641135
Rxrg	Pla2g3	0.012176283037559684
Rxrg	Gm5527	0.012166961640702714
Rxrg	Gm29019	0.01215777297250219
Rxrg	Fndc5	0.01212818746967097
Vdr	Hus1b	0.012126935081465959
Rxrg	F8a	0.012118329318893908
Rxrg	Gm48619	0.012085276510349026
Rxrg	Gm31728	0.01206515347114232
Rxrg	Gm12082	0.01205301413651258
Rxrg	Zfp358	0.012030472019498528
Rxrg	Gm7860	0.012017817106648856
Vdr	Lgi2	0.011992309746552465
Nr1h2	Spata45	0.011979745479946053
Rarg	A930041C12Rik	0.011967663684483454
Rxrg	Mccc1os	0.011960326183331942
Rxrg	Coch	0.01193913625135985
Rxrg	A330044P14Rik	0.011924140015206364
Rarg	AC154178.2	0.011877366441685754
Nr1h2	Hist1h4k	0.011869012621086528
Vdr	Gm38358	0.0118366724473319
Nr1h2	Ttc29	0.011825560771684696
Rxrg	Gm47371	0.011806543186052822
Rxrg	Gm44706	0.011800764176909161
Rxrg	G630018N14Rik	0.011786353012272668
Rxrg	Gm13910	0.011780070988000636
Rxrg	Hecw1	0.011768455327075237
Rxrg	Gm35823	0.01175757077774323
Rxrb	March11	0.011752390407996237
Rxrb	Gm30085	0.011722158459992357
Rxrg	Cntn2	0.011710054872928644
Vdr	Gm15820	0.011707194689652919
Vdr	Sult6b1	0.011704972324949946
Rxrg	Casp16-ps	0.011692929957435805
Rxrg	Enho	0.011678410986214416
Rxrg	4930467J12Rik	0.01167832752711662
Rarg	Gm7027	0.011660564105805857
Rxrg	Rpl3-ps2	0.011635770124138817
Rxrg	Med18	0.011624209370330926
Rxrg	AC102437.1	0.011617168917443264
Rxrg	Zfp457	0.01159984700217968
Rxrg	Sptbn5	0.011599656090146073
Rarg	4930413E15Rik	0.01157747628455377
Vdr	Gm11638	0.011569327445569176
Vdr	Gm29155	0.011567212639576791
Rarg	Nrn1l	0.011550283151924476
Rxrg	Slc9a5	0.011545991351184445
Vdr	A230103J11Rik	0.011531120950371496
Rxrg	Chek1	0.011527135193682118
Rxrg	Cdhr4	0.01152107951433477
Vdr	Gm5493	0.011519984602201742
Vdr	Gm13528	0.011510600035546648
Rxrg	Gm17092	0.011499539743990017
Vdr	Olfr635	0.011491722150756526
Rxrg	4933430M04Rik	0.011489575705746083
Rxrg	Nrk	0.011468585552980082
Rxrg	Gm40617	0.011464619174045503
Rxrg	Gm13625	0.0114549787166689
Rxrg	Plcxd3	0.011454503928920844
Vdr	Gm27252	0.01144754921767752
Rarg	Gm31747	0.011410136246929173
Rxrg	Gm13050	0.011381841182541262
Rxrg	1700015C17Rik	0.011381081154387627
Rxrg	Gm42658	0.011377319727504803
Rxrg	Sprn	0.01135748982195362
Rxrg	A3galt2	0.01133822527328295
Vdr	Gm31182	0.011335005643092127
Rxrg	Snurf	0.011323773345035074
Rxrg	Sult3a2	0.011323519391786429
Rxrg	Tmem254a	0.011304775111404253
Rxrg	Gm6345	0.011298431427849209
Rxrg	Gm10636	0.011286653883277554
Rxrg	Gm11400	0.011283202889393877
Vdr	AC122818.3	0.01127995991912597
Rxrg	Lin7b	0.0112698040568981
Rxrg	Gm6034	0.01126884449785984
Rxrg	Rtn2	0.011265539015668078
Rxrg	BC049715	0.011249168588100355
Rxrg	Gm4017	0.01124906345762925
Rxrg	Armc4	0.011245093392811354
Rxrg	9230116N13Rik	0.011239782659229015
Rxrg	Gm35166	0.01123455606359341
Rxrg	AC090479.2	0.011234484908716102
Vdr	Xlr3a	0.011230223810697878
Rxrg	1700061G19Rik	0.011213607354866229
Rxrg	Gm12902	0.01120967568143305
Rxrg	Gm14302	0.011199603229876117
Nr1h2	Gm16838	0.011189985487982303
Rxrg	Gm13431	0.011186406246318663
Rarg	Gm40660	0.011180150996118497
Rarg	A730020M07Rik	0.011172864542085792
Vdr	Rpl35a-ps7	0.011150924170179433
Vdr	Gm35657	0.011148074989470349
Rxrg	Rps12-ps13	0.011146763605912453
Rxrg	AA413626	0.011115892044304453
Rxrg	Tmem232	0.011111280091572346
Rxrg	Spata5l1	0.011109098771322613
Rxrg	4930448C13Rik	0.011076272582731922
Rxrg	Rpl17-ps4	0.011075489380298419
Rxrg	AC116841.1	0.011067176848761504
Rxrg	Zfp534	0.011059241582647919
Vdr	Gm12785	0.011038388029397111
Vdr	6430710C18Rik	0.011031536940466172
Vdr	Gm7437	0.011022203920520886
Rxrg	AI661453	0.011009718165486154
Rxrg	Gm17344	0.010981334797438968
Nr2f1	Gm26895	0.010978718107895413
Rxrg	Gm12762	0.010978694871336283
Vdr	Gm31747	0.010960093093871439
Rxrg	Gm31522	0.010946619105479791
Rxrg	Rpsa-ps10	0.010926003894991838
Nr1h2	Gm44150	0.010920956377161157
Rxrg	1700066M21Rik	0.010898695970551372
Rxrg	AC098880.2	0.010890377748301306
Vdr	Gm26649	0.010878202601179608
Rarg	Gm13053	0.010865910572484361
Rxrg	Gm46209	0.010865386624660243
Rxrg	4930555A03Rik	0.010844302927323187
Vdr	4933424L21Rik	0.010840498351166997
Nr1h2	Defb19	0.010818820987374037
Rxrg	Boll	0.010808079874306147
Rxrg	Tacr3	0.010805548494562908
Rarg	Fsd2	0.010797403172106606
Rarg	Scn10a	0.010759464580771311
Rarg	Gm17160	0.010731517123017854
Rarg	4933405E24Rik	0.010724541841851459
Rarg	Gm13391	0.010707691483752687
Rarg	Gm15638	0.01068922818891125
Vdr	Gm10571	0.010680773802349924
Vdr	Atp6v0d2	0.010673905286438466
Vdr	Gm48622	0.010662981348400144
Rxrg	Grik3	0.010658669910283065
Rxrg	4933411O13Rik	0.01063620493951034
Vdr	Gm12428	0.010626859731502878
Rxrg	Cpne9	0.010602589732170665
Rxrg	Gm29036	0.010588042531296075
Vdr	Gm13570	0.01058772834193232
Rxrb	Gm12435	0.010572557256424153
Rxrg	Mroh5	0.010553502217798143
Rxrg	Gm11728	0.010546040725371297
Rxrg	Gm7437	0.010541684753686435
Rxrb	Defb19	0.01053860334164586
Nr1h2	Sprr2a2	0.010535555627455053
Vdr	Asgr2	0.010530409716998021
Nr1h2	Ttk	0.010514338789013658
Rarg	Gm27252	0.01049465199121397
Rarg	Cyp2b13	0.010484423611089979
Rxrg	Dbhos	0.010474659480845559
Rxrg	4930419G24Rik	0.010460970185760723
Rarg	Gm21680	0.010441535843431287
Rxrg	Gm31409	0.010418951057238767
Rxrg	Gm13568	0.010412536374169494
Rxrg	Ndst4	0.010410311905275992
Rxrg	Atxn7l1os2	0.010401665236315482
Rxrg	Gm7108	0.01039161614990771
Nr1h2	Wif1	0.010391111912028654
Rxrg	5430401F13Rik	0.010376018525372592
Rxrb	Gm40660	0.010371733175606624
Rarg	Gm49655	0.010357652120098159
Rxrg	AC139579.1	0.010306826391776465
Rxrg	Otc	0.010289001342646974
Rxrg	Kctd11	0.010285043408658807
Rarg	Gm31305	0.010278159179523443
Rxrg	Gm35037	0.010275831245694084
Rxrb	Cyp17a1	0.010272367867531234
Rxrg	Lcn2	0.01027218930821718
Rxrg	Ube2v1	0.010269207803506266
Vdr	Etv3l	0.010265145406594406
Rxrg	Syt6	0.010259422930147534
Rxrg	Gm31659	0.010251940620067929
Rarg	Gm19683	0.01025170412239968
Rxrb	Gm29562	0.010246180977020892
Rxrg	Gm26991	0.010226481876008357
Vdr	4930403P22Rik	0.010225785841171803
Rxrg	Gm7592	0.010196233789866439
Rxrg	Gstm4	0.010183877623210156
Vdr	5430400D12Rik	0.01016743389934426
Rarg	Gm13170	0.01015034679245898
Rxrg	Gm20075	0.01014540446301245
Rxrg	Rpsa-ps5	0.010108272964426528
Rxrg	Gm9115	0.010097642137200775
Rxrg	Vmn2r-ps11	0.01009135367756652
Vdr	9530027J09Rik	0.010090436447456492
Nr1h2	Gm19045	0.010070354187900787
Vdr	Ghrh	0.01006180045397742
Vdr	4930507D05Rik	0.01004703664863731
Rxrg	Pkdrej	0.010040786273742823
Vdr	4933409G03Rik	0.010010498846874487
Rxrg	Gm3234	0.009971742165798231
Rxrg	Hvcn1	0.00995480251368153
Rarg	Gm34284	0.009915780801326629
Rxrg	Pde6h	0.00991502884455261
Rxrg	Gm16287	0.009905153046552491
Rxrg	AC161258.2	0.009900801126496581
Rxrg	B3gnt3	0.00988432566312604
Vdr	AC148013.1	0.009882882077829057
Rarg	Gm31522	0.009876577668156828
Vdr	1700028P14Rik	0.009872936523166446
Rxrg	C130074G19Rik	0.009851438626179322
Nr1h2	AC132307.2	0.009814666278347282
Vdr	Gm15587	0.00980163247704445
Rxrg	Ryr1	0.009800662792340356
Rxrg	Nudc-ps1	0.009796131898978051
Nr2f1	Gm7043	0.009793879692076003
Rxrg	Gm34838	0.00978841964606489
Vdr	Casc1	0.009772529606777977
Rxrg	Gm26682	0.009758564128526718
Rxrg	Gm3550	0.009757192573813285
Rxrg	Paqr6	0.009747141145420342
Rxrg	Gm26771	0.009742093410124759
Nr2f1	Defb19	0.009709221992665364
Vdr	Gm42196	0.009695482838505042
Nr2f1	Gm44097	0.009689586961155999
Rxrg	Stx19	0.009683753581025576
Rxrg	Gm9727	0.00966159508035254
Rxrg	Ucma	0.009627132380092877
Vdr	Slmapos2	0.009581564239780732
Rarg	Gm26753	0.009564508593201364
Rxrb	Cyp2b13	0.009550788576719116
Vdr	Syt6	0.009541076454321777
Vdr	Gm26905	0.009540046736897335
Rxrg	AC102333.1	0.009535622238220489
Rxrg	Mansc1	0.009510024753697395
Rarg	Gm29260	0.009500601852532086
Nr1h2	Chek1	0.009493007931994375
Rxrg	Il7	0.009480507349313789
Vdr	AC128703.1	0.009452792183830348
Nr1h2	4930413E15Rik	0.009452687700757247
Rxrg	Gm15638	0.009444247524193247
Rxrg	CAAA01066123.1	0.009440134724234644
Vdr	AC133523.1	0.00941709007678023
Vdr	Cblc	0.009416848909864103
Rxrg	Gm16175	0.00941047770859926
Rxrg	Gm13053	0.009365562619545137
Rxrg	Gm26658	0.009363175767555451
Rarg	Fgf3	0.009361792521860477
Vdr	Rasl10b	0.009346052797977454
Vdr	Gm31305	0.00933883458273045
Rxrg	Efcab11	0.009326056584716169
Rxrg	Notum	0.009319847873405266
Rxrg	Hist1h3f	0.009306723245639522
Vdr	Hpcal4	0.00929906243406595
Rxrg	Adam21	0.009298284565329594
Rarg	Gm13522	0.009297540746691358
Rxrg	A930001C03Rik	0.009295044229848901
Rarg	Urad	0.009287741326946547
Vdr	Pimreg	0.009258787735143712
Rxrg	Gm11824	0.009256411535884971
Nr2f1	A26c2	0.009254044853392552
Vdr	Tmem274	0.009221940756076024
Vdr	Rps12-ps1	0.009221078974627909
Rxrg	Gm20708	0.009212740316880174
Rxrg	Fndc3c1	0.00921273175130481
Rxrg	Mindy4b-ps	0.009208348803646165
Vdr	Slc5a4b	0.009201739648572493
Vdr	Gm5461	0.009194400357570569
Vdr	1700029J03Rik	0.009188470781074492
Rxrg	Xpnpep2	0.009173628402045502
Vdr	Slc17a1	0.009170443742140495
Vdr	Gm43712	0.009165809112793744
Rxrg	Gm8152	0.00915899515617448
Rxrb	Fer1l4	0.00915291288680076
Rxrb	Amer3	0.009148453132000122
Rxrg	Gm7298	0.009128553447330021
Rxrg	Gm7622	0.009118841982359889
Vdr	Tepp	0.009079584597037135
Rxrg	Nme3	0.009068829260535316
Rarg	A26c2	0.009068816212334409
Vdr	Gm31522	0.009055902767823924
Rxrg	AC026385.1	0.009040724638859849
Rxrg	Gm6276	0.009036223276225793
Rxrg	AC131185.1	0.00903431659045882
Vdr	Liph	0.00903108844401878
Rxrb	Nudt17	0.00902801807022254
Rxrg	Cyp2c23	0.009027798675112966
Rxrg	AC127690.1	0.00901768253969007
Rxrb	Vmn1r84	0.009011431709974621
Rxrg	Gm5070	0.009007884190034553
Rarg	Gm16130	0.008954698160164653
Rarg	Gm8378	0.008946275205378851
Rxrg	Gm26635	0.00893159376652147
Rxrg	Rimkla	0.008931583566058283
Rxrg	Gm36266	0.008910176781177096
Rxrg	Gm35715	0.008900302277863132
Vdr	AC165951.2	0.00890017737701674
Rxrg	Gm5578	0.008897596411458528
Rxrg	Gm20456	0.008890112953499143
Rxrg	Gbp2	0.00885716813045207
Rarg	Gm32200	0.008844728464712107
Rxrb	Hist1h2ab	0.008835484013975898
Rxrg	Kif15	0.008814691635863632
Rxrg	Gm14546	0.008808980222276667
Vdr	Gm18225	0.00878359758280429
Rxrg	Gm9797	0.008772060559214576
Rxrg	Dcst2	0.008770103452397782
Rxrg	Tlx2	0.008769089283845661
Vdr	Nudt17	0.008759712502326125
Rarg	Coch	0.008696047224629697
Vdr	Gm13767	0.008691095090448712
Vdr	Gm28892	0.008688475116854924
Rarg	Gm30146	0.008682873485378865
Rxrg	Gm12962	0.008666331673732158
Rxrg	4930470H14Rik	0.008666133459663548
Nr1h2	Gm4925	0.008660340056487545
Vdr	Acer1	0.008656341746548824
Nr2f1	Slc12a3	0.008642532855576375
Rxrg	Gm33203	0.008620681674918597
Nr1h2	Tchh	0.008615560535374128
Rxrg	Pkd1l2	0.00860389155650736
Rxrg	Gm49655	0.00859683383443176
Rxrg	Cdh26	0.008572643407385398
Rxrg	Gm49042	0.008570485954419187
Rxrg	Gm13266	0.00856953223511168
Vdr	Gm33926	0.0085460565930564
Rxrg	1700047K16Rik	0.00853904695221754
Rxrg	Sept5	0.008525220911784766
Rxrb	Gm16838	0.008512898708069419
Rxrg	A630052C17Rik	0.008505352053113301
Rxrg	Gm11769	0.00850090468928163
Rxrg	AC166172.3	0.008497866806829913
Vdr	Nrn1l	0.008482376865932095
Rarg	Mapk15	0.008481467055815315
Rxrg	4930458D05Rik	0.008470107020983782
Rarg	Rdh1	0.00846244422123077
Vdr	Zbtb3	0.008438337285871149
Rxrb	Gm10734	0.008434174656015703
Rxrg	Gm27232	0.008420166327792846
Rxrg	Gm32913	0.008406254837391757
Vdr	Serpinb1c	0.008398585603130507
Rxrg	Runx2os2	0.008390925102056341
Rxrg	Has1	0.008378909683564447
Rxrg	Gm11914	0.008360841482517568
Rxrg	Gm7488	0.008354116370632504
Vdr	Gm15382	0.008339062500080133
Rxrg	Acp7	0.008333958855829472
Rxrg	Hnf1b	0.008329079805656928
Rarg	Gm34354	0.00830680989741683
Nr1h2	Amer3	0.008304183910291418
Rxrg	Cnih2	0.008300229257658573
Nr1h2	Foxr2	0.008299597633265932
Vdr	Gm8378	0.008299091746085929
Rxrg	Cd1d2	0.008296499763552246
Vdr	Gm7027	0.008292886964583187
