TF	target	importance
Vdr	Rtl1	16.622613926626148
Elf2	Gm48905	16.622118673764703
Elf2	Sdhb	16.619185213299495
Thrb	1700026N04Rik	16.615847463370837
Thrb	Gcnt4	16.61349902180807
Elf2	Hgs.1	16.61074061403473
Elf2	Hpx	16.610410059531343
Thrb	Cyp2j15-ps	16.610044043018192
Thrb	Gm4978	16.60760752417756
Elf2	Gm17097	16.607425641821887
Rxrg	Abhd5	16.601390053857237
Elf2	Tmprss6	16.600711170613984
Elf2	P3h4	16.592062879307797
Thrb	Gm9086	16.592048435905074
Nr1h2	Gm16531	16.591539530992012
Elf2	Scn5a	16.591071604678273
Rxrb	Heatr1	16.583267916582095
Thrb	Gm26767	16.58316852817553
Thrb	Pde6c	16.583089163327966
Rxrb	Gm20775	16.576924069725685
Elf2	Fam49b	16.576112066465083
Thrb	Cyp2c53-ps	16.57511909822392
Thrb	Egfros	16.57039564639297
Elf2	Guk1	16.568877581368024
Thrb	Gm21671	16.568652164823185
Thrb	Gm27509	16.564065086785977
Elf2	Eif4h	16.56313546956494
Elf2	Stt3b	16.5594071384766
Nr1h2	Gm16876	16.55831224066847
Elf2	Suco	16.552136889736442
Elf2	Gm10080	16.551396268534948
Elf2	Tmx3	16.55126072068391
Thrb	Kpna6	16.5500117843743
Elf2	Rmnd5a	16.54019350758759
Thrb	Cercam	16.539444193546167
Thrb	Tbc1d14	16.538972196933315
Thrb	Tmsb15b2	16.538577235132646
Elf2	Gnpnat1	16.536230613024443
Elf2	Gm26513	16.530609692462804
Nr2f1	Nars	16.530509274292946
Elf2	BC029722	16.526391888240603
Thrb	Col13a1	16.525279091540124
Elf2	Dhfr	16.52460467198654
Nr1h2	Gm8113	16.521172948050484
Thrb	Fam19a1	16.513740042134305
Thrb	Shc4	16.51256909563805
Elf2	Adh4	16.50704037441005
Thrb	Gm12996	16.5066546929092
Rxrb	Iscu	16.502394289833546
Elf2	Gm15560	16.502327175015786
Thrb	Gm11728	16.49993912973852
Elf2	Gm30162	16.49594118124849
Rxrb	Gm13771	16.494817563145663
Elf2	Actr2	16.493339562821856
Thrb	Gm5869	16.491453729610548
Thrb	Mettl5os	16.491210315519105
Elf2	Stambp	16.48492604305108
Elf2	4930455C13Rik	16.484745717498583
Elf2	4930588G17Rik	16.483369632515966
Thrb	Cstf2	16.48175895364867
Elf2	Shisa5	16.48148092574455
Elf2	Ypel5	16.480520294852756
Vdr	Gapvd1	16.480297522194412
Elf2	Olfr617	16.48002732518638
Thrb	Mccc1os	16.48002717660628
Elf2	Rtl8c	16.47703996772724
Elf2	Gm44502	16.476742237804483
Thrb	Ddrgk1	16.475564390523907
Thrb	Gm45589	16.474739845786054
Thrb	Gm47950	16.474203249104136
Rxrb	Mkrn1	16.47386506437573
Nr2f1	Dbi	16.468061477469362
Elf2	Mbtps1	16.467745213631666
Nr1h2	BC005537	16.467120683178727
Thrb	Gmppa	16.46660680302353
Elf2	Pimreg	16.463427135366782
Elf2	4930419G24Rik	16.462295880354997
Thrb	Cramp1l	16.462163182403142
Thrb	Itgal	16.4550754643072
Thrb	Pias2	16.453713054557966
Thrb	A430106G13Rik	16.452423113290095
Thrb	9530080O11Rik	16.451232013667543
Thrb	Scn3a	16.44911404256551
Thrb	Gm44126	16.44517552924737
Nr2f1	Kdm3b	16.436657051933036
Thrb	C430014B12Rik	16.431180550228433
Elf2	Gm47034	16.431142985843422
Elf2	2610318N02Rik	16.427958440581396
Thrb	Gng4	16.427706572184622
Thrb	Napa	16.427647014523412
Elf2	Cd5	16.42302426553501
Rxrb	Gm3137	16.42240720857932
Nr1h2	Satb2	16.42029271869883
Vdr	Eaf1	16.41759671008867
Thrb	Synpr	16.415928309114406
Elf2	Rbck1	16.412176954125663
Thrb	Vmn2r36	16.408201574562884
Thrb	Gtf2f2	16.405138640174645
Elf2	Arg1	16.403692577656873
Thrb	3110039I08Rik	16.403149692882966
Thrb	Kirrel3os	16.402846574920734
Vdr	Sprr2a2	16.402821122578448
Elf2	Vmn2r53	16.402232238060254
Elf2	Gm10175	16.400485047578016
Elf2	Lamtor1	16.39867300407611
Thrb	Gm37009	16.39442981283366
Thrb	Matn1	16.39425140790625
Vdr	Vwa7	16.393542568715684
Nr2f1	Mrap	16.387932485916554
Elf2	Gm16349	16.385323204875107
Nr2f1	Gtf2h4	16.37836201473913
Elf2	Cdan1	16.378283222696048
Thrb	Ube2e1	16.378020421136018
Thrb	Tmcc3	16.376768642137094
Elf2	Stpg1	16.37517720156061
Thrb	Fbxo38	16.37083466428896
Rarg	Ankrd6	16.370399270965414
Thrb	Crem	16.369658045210468
Rxrb	Dcun1d5	16.368669503978456
Elf2	Tigd4	16.367707496805508
Nr2f1	Smpx	16.366655661558532
Elf2	Zcchc8	16.365562161918618
Thrb	Gm13199	16.36364226922459
Nr2f1	Sdhc	16.363082487487954
Elf2	Rft1	16.360071577575685
Nr2f1	Net1	16.359892592284673
Thrb	Vmn2r7	16.358824988419833
Thrb	Ntf3	16.35744847522851
Thrb	Slc37a4	16.357173799741933
Thrb	Gm2117	16.356121415498915
Nr2f1	Zfp260	16.355505308145776
Elf2	Pfkp	16.354629461413207
Elf2	Gm7108	16.35348457998157
Thrb	Fam228a	16.353111784955306
Rxrb	Mrpl51	16.352992013121888
Elf2	Rps2-ps4	16.351588131655667
Nr2f1	Map3k20	16.35132198750795
Thrb	Gdf11	16.34895059911165
Rxrb	Gm46209	16.34676781508916
Thrb	Api5	16.346556471693134
Thrb	Pcp4l1	16.342479299121607
Elf2	Gm44077	16.339266814996698
Thrb	Dhx57	16.339167697362356
Thrb	Gm11342	16.33766754250945
Nr1h2	Jarid2	16.336272505310195
Elf2	Bpifb9b	16.336143114123544
Rxrb	Faf1	16.330523915423875
Elf2	4930571N24Rik	16.329857938877673
Thrb	Gm47456	16.325243682100155
Vdr	Ak5	16.32324587345159
Elf2	Gm36642	16.318342506597396
Elf2	Syt13	16.317227949456434
Elf2	C79798	16.31678641726648
Elf2	Gm42722	16.311885114027653
Nr1h2	Tax1bp1	16.30729903452575
Elf2	Hmgb1-ps7	16.30385234393926
Nr1h2	Nxpe5	16.302455945254344
Thrb	Hsh2d	16.298613606909274
Thrb	Ankrd33	16.29854497054232
Nr1h2	Ak6	16.29685073418908
Thrb	Nrn1l	16.294790169940327
Thrb	Cdipt	16.29354709631494
Elf2	Zfp410	16.288812708919227
Vdr	Amer3	16.288082141075687
Thrb	Vps16	16.286545693050844
Thrb	2700016F22Rik	16.285244317664286
Thrb	Fech	16.27976500982985
Elf2	Tnfaip8l3	16.278572738495516
Elf2	Zfp445	16.277038074919346
Elf2	Gm48365	16.271401153485314
Nr1h2	Casd1	16.27128701924864
Thrb	Plg	16.271158696861853
Elf2	Gm3272	16.270220414897974
Thrb	Gm10359	16.267898879793027
Thrb	Clvs1	16.26556154767606
Thrb	Oxct1	16.265422625408018
Elf2	Gm5857	16.263545089541452
Rxrb	Eya3	16.26321403152044
Thrb	Ldhd	16.26168811538989
Elf2	Htra2	16.26141983140526
Elf2	2410018L13Rik	16.255126544414324
Thrb	Fancl	16.254486404321327
Thrb	Hist1h2bh	16.251080940646673
Thrb	Clip4	16.25099488793187
Nr1h2	Tnfsf10	16.24983210420228
Vdr	Tmem132c	16.248995107497986
Thrb	Padi2	16.24826024398393
Elf2	Higd2a	16.246788366638942
Vdr	Gm42421	16.244769738008117
Elf2	Man2a2	16.240464815701763
Thrb	Rpl37a	16.238743865793037
Vdr	Coro6	16.23711622253902
Nr1h2	Slc25a11	16.236907730936107
Nr1h2	Batf	16.236650359962777
Rxrb	Cops3	16.229703680733365
Nr1h2	Ldlrad3	16.22946919544675
Thrb	Armc12	16.227484269674704
Thrb	A830018L16Rik	16.22672907906404
Thrb	Gm33696	16.225491960004415
Elf2	Zscan30	16.221227121720474
Vdr	Lingo1	16.2208388541653
Rxrb	Rps6ka3	16.219933704216185
Thrb	Minar2	16.214187491629936
Nr2f1	Tmed10	16.212625280822508
Thrb	St3gal6	16.208449288313545
Rarg	Wasf2	16.205304929193822
Elf2	N4bp1	16.20314821990009
Thrb	Wdr35	16.202648479676807
Elf2	Dock6	16.20075827072197
Elf2	Rp9	16.199995292117265
Rxrb	Hp1bp3	16.199510709228434
Elf2	Fbxo16	16.198002160869212
Nr1h2	Chmp4b	16.197046804071245
Thrb	Car15	16.19666899735367
Elf2	AC108409.1	16.193158471365688
Vdr	Wnt16	16.19103536150252
Rxrb	Mark3	16.1888992731396
Vdr	Tnks	16.186194387026283
Thrb	AC138676.1	16.18444792046776
Elf2	Rabgap1l	16.18034223618588
Thrb	2700069I18Rik	16.18024483875649
Elf2	Eif4b	16.179448761910322
Elf2	2010007H06Rik	16.177856405875644
Rxrb	Trip11	16.175930325872496
Elf2	Slc9a3r2	16.17481985007684
Thrb	Surf1	16.174730280097577
Nr2f1	Gm15500	16.166928670741527
Thrb	Gm48942	16.166313442136783
Thrb	Gm11841	16.16012849173417
Rxrb	Ino80	16.160005863119856
Elf2	Khsrp	16.15933159127359
Thrb	Gm6612	16.158325446109806
Elf2	Pxn	16.158039895131424
Vdr	Arc	16.15782528618763
Thrb	Cfap46	16.156284314325546
Elf2	Atp5l	16.155899390873266
Thrb	Gm43634	16.155413612760395
Elf2	Adra2a	16.15023861687076
Nr1h2	Runx1t1	16.148901003833075
Elf2	AI504432	16.148803256050154
Thrb	Mbl2	16.14638609946755
Nr1h2	Fam219a	16.146066075334787
Thrb	Setmar	16.1427440629515
Thrb	Gsto2	16.140778925304343
Elf2	Cacna1a	16.139690141223085
Nr2f1	Mroh2b	16.13700808884382
Thrb	1810064F22Rik	16.135918819873623
Elf2	Polr1c	16.135909656493325
Elf2	Ap5b1	16.134421998044346
Thrb	Ube2b	16.12997084734795
Rarg	Dkk3	16.123948280170403
Nr1h2	Gm20685	16.123888933132502
Vdr	Gm12435	16.12321339566946
Nr1h2	Gm10240	16.11810762048181
Elf2	Tmem243	16.115693685822574
Thrb	Endog	16.11439192586514
Thrb	Naa30	16.111299377089864
Vdr	Fndc3c1	16.110696013047743
Thrb	Car5a	16.10822506697435
Vdr	Epn1	16.108008335958434
Thrb	Gm17344	16.10534827653712
Thrb	Naa60	16.103545839556833
Rarg	AC154707.1	16.10335976438107
Thrb	Elk4	16.09910237637188
Thrb	Tspan12	16.098426318377598
Elf2	Slco5a1	16.097165885898537
Nr2f1	6820408C15Rik	16.095847614868003
Rxrb	Ankrd46	16.09472309787714
Thrb	Trmt11	16.094193514379754
Vdr	Abcb1b	16.093712278729072
Thrb	Il1rl1	16.09357096228402
Rxrb	Gm16044	16.092213881592226
Thrb	Hsd17b12	16.08021446270117
Nr2f1	Sec62	16.079387573661855
Vdr	Slc26a4	16.078726321759465
Thrb	Gm28036	16.07493058131871
Nr2f1	Rspo3	16.069738569350832
Elf2	Setx	16.068133157514552
Elf2	Zkscan2	16.066915187015326
Thrb	Junos	16.062352126942013
Nr2f1	Cse1l	16.061983036318956
Thrb	Dynlrb1	16.061612252104393
Rxrb	Smarca5	16.05950631134175
Thrb	4930473H19Rik	16.058457890914905
Thrb	Zbed5	16.053025550736166
Thrb	Catip	16.05267439711163
Nr2f1	Zfp141	16.04961618896807
Elf2	Gm3331	16.041249126987438
Elf2	Gm5461	16.037847578167437
Elf2	Rpap2	16.036394789552396
Thrb	2210016F16Rik	16.034822989650703
Thrb	Gm20707	16.034304353779223
Rxrb	Ccnl2	16.03293688390935
Elf2	Mmgt1	16.032903783687512
Thrb	Aass	16.03009041298286
Rxrb	Pdcd6	16.02894595294126
Elf2	Neu1	16.02749660220684
Thrb	Gm20470	16.026155975740355
Elf2	Gm13861	16.023704791796753
Rxrb	Usp9y	16.022322352822407
Elf2	Asb8	16.017958664318474
Nr2f1	Gm36862	16.011543740989023
Nr2f1	1700027F09Rik	16.009964165474415
Rxrb	Gpkow	16.008154799740208
Thrb	Scube2	16.00763707728109
Thrb	Parp1	16.005735245582525
Thrb	Gm44977	16.001059468255743
Elf2	Nlrp3	16.000875610209565
Thrb	Zmynd8	15.998056214316813
Elf2	Gm21859	15.997949540887161
Thrb	Unc5d	15.990847442488255
Vdr	C030034L19Rik	15.990657161174177
Nr2f1	Spdl1	15.989234945622508
Vdr	Gm42948	15.985449802858199
Thrb	Ipo11	15.985309383942818
Elf2	Gabrd	15.984363695595025
Thrb	2210406O10Rik	15.982848791691913
Rxrb	mt-Nd3	15.981805399725651
Elf2	Top1mt	15.980154559192885
Elf2	Gm28496	15.978310316477016
Thrb	Cenpo	15.971925190798213
Thrb	Gm47431	15.97158837956982
Thrb	Gm43696	15.967999398620677
Vdr	Mdm1	15.967618902889907
Thrb	Arl8a	15.965406609688012
Thrb	Gm28258	15.964412028577849
Nr2f1	Clasp2	15.95861568698195
Elf2	Siah3	15.95641102142562
Thrb	Gm13161	15.955444270630062
Thrb	Matn4	15.949238772579784
Thrb	Gm26565	15.94799753347544
Nr2f1	Slc25a24	15.935826023674291
Thrb	Ccdc65	15.935176523017237
Nr2f1	Gm21781	15.933477451088429
Thrb	Gm12785	15.933077537055244
Thrb	Gm15597	15.93258007955624
Thrb	Gm38590	15.929007128425688
Vdr	Vangl2	15.926928190442599
Thrb	Stk19-ps1	15.926702362539755
Elf2	Med11	15.925367341184375
Elf2	Gm13166	15.920144560684651
Thrb	Cyp2d26	15.91963994204844
Nr2f1	Arfgap3	15.916363315212536
Nr2f1	Mycbp2	15.915146276822405
Nr2f1	Mobp	15.913328243824473
Nr1h2	Dhdh	15.912914794546131
Elf2	Ell	15.91212682108036
Elf2	Prkci	15.90705935156768
Thrb	Gm48893	15.900594915491453
Elf2	Gm12902	15.899171670894106
Nr2f1	Zfp36l1	15.898389223885196
Thrb	Exoc4	15.896538499523045
Elf2	Pex26	15.892856261012001
Elf2	Gm16574	15.891071974805387
Elf2	Gm43727	15.890169621959044
Vdr	Glce	15.890128035165525
Thrb	3010001F23Rik	15.889268698353087
Elf2	Isoc2a	15.888724963343883
Nr2f1	Fyttd1	15.886076620693428
Thrb	Gm47868	15.884946170667307
Thrb	Ppp1r3c	15.88480962613541
Thrb	AC157910.3	15.880427101057643
Nr2f1	3110056K07Rik	15.879850464226136
Elf2	Cd300a	15.879688013932569
Nr2f1	Rnh1	15.879554655173353
Nr2f1	Zfp704	15.875743828313372
Thrb	Gm14137	15.87369819696515
Thrb	Psme1	15.873052792390578
Nr2f1	Vegfa	15.872392463281484
Thrb	Trp53bp2	15.87145986077797
Nr2f1	Ankrd39	15.87030473877223
Thrb	Gm13431	15.869421873075343
Thrb	Fam209	15.866996768802371
Nr1h2	Tjap1	15.86677535864561
Elf2	Ajuba	15.866459250968196
Elf2	Gm7869	15.863970191083732
Rarg	Col15a1	15.862993901837392
Elf2	Magoh	15.862415683538899
Nr2f1	Axin2	15.85882615702343
Rxrg	Gm24715	15.857105641073591
Nr2f1	Ccdc114	15.856569874854884
Thrb	Zxda	15.856049665105566
Nr2f1	Gnai1	15.852960387625007
Vdr	Kcnma1	15.851311636209077
Thrb	Sema3a	15.849596102332061
Nr2f1	Gm44623	15.846280619035666
Nr1h2	Spata5	15.843349273845101
Thrb	Chst10	15.841302434742433
Elf2	Gm20535	15.84038597634406
Thrb	Spag5	15.840054579543319
Thrb	Klf16	15.839424760158515
Elf2	Tex9	15.839041314075546
Thrb	Gm14167	15.834724367404817
Rxrg	Bmper	15.833900702873189
Thrb	Gm7599	15.833632503677922
Elf2	Gm7591	15.832063575708641
Vdr	Hpse2	15.831361385714617
Rarg	Nars	15.82785899552335
Nr1h2	Mpdz	15.827755135026434
Nr2f1	Spata5	15.824505268527732
Nr2f1	Ipo7	15.822656258654325
Elf2	Neto2	15.821762572743314
Thrb	D030028A08Rik	15.819918435988804
Rxrb	Gm16063	15.818932700230262
Thrb	Gm43251	15.818654668147989
Vdr	Klc1	15.818533098601876
Elf2	1700110C19Rik	15.818300380697348
Vdr	Arcn1	15.814643426123952
Nr2f1	Ube2t	15.81429771484606
Thrb	Ccdc59	15.81424078014511
Thrb	Tspan32	15.813826056006997
Thrb	Cfl1	15.811860075409486
Nr2f1	Rps29	15.804630203291952
Nr1h2	Gm20522	15.801659970742717
Thrb	Dner	15.798861355821302
Elf2	Rras	15.7978677929563
Rxrb	Rnf152	15.792178512083987
Nr2f1	Mbtps1	15.791707879465516
Thrb	Arhgap30	15.79138692960799
Elf2	S100pbp	15.790665686728445
Thrb	6820408C15Rik	15.790158657543977
Thrb	Gm3448	15.788266595609365
Thrb	Smchd1	15.7863736231009
Thrb	Fcmr	15.785744261265613
Elf2	Ampd1	15.785107796348374
Rxrg	Emsy	15.782707714817468
Thrb	Aanat	15.779888890361478
Vdr	Gm14061	15.779779996563922
Thrb	Gm11249	15.77940918725837
Thrb	6030443J06Rik	15.779164039432825
Thrb	Arhgef2	15.7772573400637
Rxrb	Adk	15.774490494636938
Vdr	Gstm4	15.771975553999239
Thrb	Lss	15.77121034152913
Elf2	Gm13053	15.770623869940268
Rxrb	Acot13	15.769950534790013
Thrb	Primpol	15.767484584773587
Thrb	Gm29794	15.766621956393776
Nr2f1	Lamc1	15.765899815607936
Elf2	Tgfbr1	15.764358707030622
Rxrb	Dcaf6	15.763255072273111
Thrb	A330094K24Rik	15.763009614160312
Thrb	Gm12374	15.762340880779222
Vdr	Klf7	15.759270100505242
Nr2f1	Speer4cos	15.75877022635618
Elf2	Pdlim2	15.748764606321682
Nr2f1	Gm27153	15.746755662708395
Elf2	Cd247	15.746467122073886
Thrb	Plekhb2	15.738333899725873
Elf2	Tarbp1	15.7352025157399
Elf2	Dynlrb1	15.733032505943529
Thrb	Dtymk	15.732524733960995
Thrb	Gm17092	15.72989852260965
Elf2	Dynll2	15.72727978750462
Elf2	1700054O05Rik	15.727113152605583
Thrb	G630018N14Rik	15.726906125315207
Nr2f1	Gm26848	15.726670999866144
Vdr	Tmem248	15.726202964127166
Thrb	Gm12296	15.724563625185183
Vdr	Trim2	15.722026427242676
Thrb	Grm1	15.719925966220618
Nr1h2	Mrgprx1	15.717647427590853
Thrb	4930435F18Rik	15.716015641635703
Thrb	4930425L21Rik	15.715087152906438
Thrb	Fbxl22	15.714291999352167
Elf2	Gstz1	15.713014060289613
Thrb	Zscan21	15.711672449308795
Nr2f1	Rarg	15.709083541847052
Nr2f1	Usp42	15.708967769975596
Elf2	Pdgfc	15.70542312256733
Thrb	Fam207a	15.705009296170655
Elf2	Mtch1	15.703873383055017
Thrb	Slc10a4	15.703789807175145
Thrb	Gm13212	15.703024311540425
Elf2	4930550C14Rik	15.700199394878563
Nr1h2	Rrp9	15.697025023448406
Thrb	Gm10575	15.693271317124868
Nr2f1	Atg5	15.690631916028774
Elf2	Gm14703	15.689288057735537
Thrb	Gm48715	15.687916036463642
Thrb	Spsb3	15.683530669409922
Nr2f1	Knop1	15.683123298437842
Rxrb	Ranbp9	15.680566323911927
Elf2	Ube2e3	15.680484438824827
Nr2f1	Ankfy1	15.678963760454304
Rarg	Ptk2	15.678670021037474
Elf2	Gm14661	15.676907223824792
Nr2f1	Odf2	15.674559386675266
Nr1h2	Aff1	15.672892254754538
Thrb	Gm43388	15.67268429144734
Elf2	Frmd4a	15.670476958274877
Rxrb	Miga2	15.668315346958066
Vdr	Tubb4a	15.66791319599461
Nr2f1	Sugct	15.667744201073608
Thrb	Arhgef28	15.666845587398937
Elf2	Reep2	15.666569953010095
Elf2	Pcsk7	15.66195358749706
Thrb	Flad1	15.657689253538281
Thrb	Hnrnpd	15.65674015877188
Thrb	Adamts16	15.655308304687876
Elf2	Apoc4	15.655245770650678
Elf2	Anapc7	15.654993232783923
Thrb	Ldlrad3	15.6531504138557
Rxrg	Impact	15.64829724835209
Thrb	Gm47814	15.64797264477755
Elf2	Akt2	15.646802472676997
Elf2	Tomm6os	15.646122248356873
Elf2	Rpl34	15.64240043998138
Thrb	Bbox1	15.638395162984766
Nr2f1	Msh5	15.636786712077072
Thrb	Mrps24	15.632756192547264
Elf2	1700060C16Rik	15.632271203219133
Thrb	Oser1	15.63099723840207
Thrb	Slc9a8	15.629602450666722
Nr2f1	Fmr1	15.629338574094549
Thrb	Gm15478	15.627142679496961
Rarg	1700020D05Rik	15.627049031120736
Nr2f1	Dhcr7	15.626868180599402
Nr2f1	Rdx	15.626384090295673
Elf2	Rangap1	15.624956584289379
Elf2	Mill2	15.624699105351057
Thrb	Rplp0	15.623084594502847
Thrb	Gm7043	15.620968205756252
Rarg	Slc38a2	15.618363440648322
Rxrb	Zp2	15.617919987599537
Thrb	Gm15454	15.616122484925235
Thrb	Gm44097	15.61336307632957
Thrb	Gcgr	15.612906699555909
Thrb	Oprd1	15.610981512085745
Nr2f1	Dock7	15.609111833946852
Rxrb	Gm16287	15.6064308242982
Thrb	Wnk2	15.60575774491554
Rxrb	Zfp595	15.600706632465426
Thrb	Rpl35a	15.599200353309667
Elf2	Zkscan1	15.594258010330842
Elf2	Hadha	15.590391775844873
Thrb	5530601H04Rik	15.587920950773661
Nr1h2	Gm13522	15.587558729315823
Vdr	Oaz1-ps	15.581867588702805
Elf2	Rtel1	15.579822216538476
Vdr	Tada2b	15.578832533423832
Elf2	Shd	15.575043944995109
Thrb	Nr2c1	15.5725225846309
Rxrb	Usp9x	15.57000369109057
Thrb	Faap100	15.568639238260305
Thrb	Gm44917	15.566284022778198
Thrb	Ndfip2	15.566149393200229
Thrb	Gm8557	15.565595376463676
Thrb	Ms4a4a	15.564185468735436
Nr2f1	Sec61b	15.561993664981527
Elf2	Ankrd39	15.560522467084672
Thrb	Hnrnpa0	15.560449660747624
Elf2	Gm6576	15.55938875022998
Nr2f1	Kif13b	15.555220777924017
Elf2	Mrpl41	15.555114997243946
Thrb	Sema4g	15.554805030390337
Vdr	Usp29	15.553653357253566
Rxrb	Kif16b	15.552407212368836
Vdr	Unc13b	15.55114728370644
Vdr	Mycbp2	15.550519488938363
Elf2	Blvrb	15.54841361349846
Rxrb	Trim35	15.548076135438755
Vdr	Aldoa.1	15.547314256756096
Elf2	Hist2h2ab	15.546009122713686
Elf2	Slc25a25	15.546006796528237
Thrb	Snu13	15.545263621504875
Nr2f1	Skiv2l	15.544815120267508
Vdr	Camk2d	15.544025802967164
Thrb	AC163635.1	15.543004348143588
Elf2	Med25	15.54173620414224
Thrb	Pxn	15.541082939645849
Elf2	Gm10720	15.540036728922932
Vdr	Foxr2	15.536808118596653
Thrb	Nr5a2	15.536233581045378
Thrb	Ccdc25	15.535289736786469
Rxrb	Prkn	15.535075751271878
Thrb	Snurf	15.532544243390225
Thrb	Gm11969	15.532194472115703
Elf2	Gpam	15.531484636781622
Rarg	Gm12962	15.529917342476521
Vdr	Gm28294	15.525357518820728
Elf2	Tjap1	15.522892242086533
Thrb	Epb41l4aos	15.52180231564823
Rarg	4930554C24Rik	15.520498929202434
Elf2	Rbm5	15.518398660374602
Thrb	Zfyve19	15.517486007595863
Nr2f1	Styxl1	15.515000624437258
Nr1h2	Gm4219	15.510827567691607
Elf2	Slc6a15	15.509773714805513
Rxrb	Guk1	15.508081115257943
Rxrb	Cul3	15.506678335052628
Thrb	Dmpk	15.504367062796456
Rarg	Cdk16	15.503843224537583
Nr1h2	Slc24a3	15.503637245083862
Rxrb	Slc24a3	15.50030510757661
Thrb	Bag5	15.495268991513152
Thrb	B230319C09Rik	15.492610653927516
Nr2f1	Gm16069	15.490420282742278
Thrb	Slc5a4a	15.49008943598768
Rxrb	A530065N20Rik	15.489625195001242
Nr2f1	Gm19026	15.487757466582202
Thrb	A630012P03Rik	15.485290888810502
Nr2f1	Arhgap42	15.484828443409485
Elf2	AC122821.1	15.483395642144549
Rxrb	AC102055.1	15.48249941780688
Thrb	Gm32442	15.480013412251733
Vdr	Dennd1a	15.479767880403925
Thrb	1110028F11Rik	15.479459627454753
Thrb	Dsc2	15.477389260759862
Elf2	Gm48249	15.47415216641253
Thrb	Slx4ip	15.473652133301677
Thrb	4833423E24Rik	15.470509496231088
Thrb	Drd2	15.468554232941177
Elf2	Gm13568	15.467057012231214
Rxrb	Ccdc167	15.466386616651112
Nr1h2	Gm17092	15.464944129389544
Vdr	Ep400	15.463433167533388
Nr1h2	Ifi27	15.461206473927183
Elf2	Kcnh5	15.459713916901679
Rxrb	Dlg1	15.459469841703156
Nr1h2	Ubap2l	15.457937335784472
Elf2	Hecw2	15.456899786912764
Elf2	Epg5	15.455846583353837
Elf2	Stk40	15.455303070146828
Elf2	Itm2b	15.454887428169535
Elf2	Gm4895	15.453300009899237
Nr2f1	Anxa3	15.452391341364576
Rarg	Itpr3	15.452355998041687
Thrb	Micu3	15.451394595125308
Elf2	Rbm27	15.449995660287625
Rarg	Agbl4	15.449165679964953
Vdr	Fam163b	15.444268718062238
Thrb	Cyp2ab1	15.44261646908015
Elf2	Gm7135	15.44249895960324
Nr2f1	Ern1	15.440466477583382
Elf2	Pgk1-rs7	15.437687679574049
Rxrb	Knop1	15.436180185713924
Rarg	Kdm1a	15.434722636091552
Elf2	Cnr1	15.434488995002624
Nr2f1	Arntl	15.430263412907275
Nr2f1	Fam120b	15.43025599678922
Vdr	Tmem229b	15.429468434456181
Rxrg	Uqcr11	15.42586071132985
Elf2	Ly9	15.424463455328846
Thrb	Rab5if	15.417976402353343
Thrb	Plin4	15.416833567125815
Thrb	Gm37768	15.415161930402094
Rxrg	Cyp4f13	15.41234788489747
Thrb	Gm13499	15.411706323260649
Thrb	Cyth4	15.408817880649128
Thrb	Olfml2a	15.407344291403843
Elf2	Spry4	15.407095197240196
Elf2	Clip4	15.403375497408241
Elf2	Camk1d	15.398479702231356
Thrb	Gm44036	15.397600074210409
Elf2	Abca3	15.396647908327754
Thrb	Wdr4	15.392730054227963
Thrb	Qsox1	15.38947272077358
Vdr	Nme4	15.388741353229479
Nr2f1	Itgb3bp	15.388339378523684
Thrb	Mettl4-ps1	15.388174804021887
Thrb	Glb1	15.387067115864006
Nr1h2	Uvrag	15.384840867401971
Rarg	Gm48623	15.380670979950494
Elf2	Gm34816	15.380015591728213
Nr2f1	Oxct1	15.376949435065436
Elf2	Abca14	15.375151056747471
Thrb	1700057H15Rik	15.37387518428023
Thrb	Hgfac	15.373181837631247
Nr2f1	Vps72	15.372747658834978
Thrb	Trp53rkb	15.372368317207407
Elf2	Polr3gl	15.369011449253462
Vdr	Cyp4f13	15.368131264327603
Thrb	Igf1	15.368013901226863
Vdr	Orm3	15.367728358214215
Thrb	Hexdc	15.36727830876661
Thrb	AA543186	15.366650537931204
Elf2	Gm47880	15.364192242622146
Elf2	Gm26979	15.362732817250283
Thrb	Cplx1	15.362558433485665
Thrb	Mtch1	15.361205869634254
Elf2	Usp46	15.360618650039175
Elf2	Gm49760	15.359393645931707
Elf2	Ppp2r1a	15.359199371947625
Thrb	Mogat1	15.358041379393358
Vdr	Impact	15.35718169430638
Thrb	AC154200.1	15.355925517746932
Elf2	Cntrl	15.354889778209415
Rarg	Gnpnat1	15.35365077737565
Rarg	Gm15473	15.349921944456796
Elf2	Dna2	15.349136248274245
Elf2	Magel2	15.343566815242312
Thrb	Asphd1	15.338622723632644
Elf2	S100a9	15.335972170342954
Nr1h2	Atg5	15.335954418284867
Thrb	Cc2d2a	15.333995090011378
Thrb	Gm20618	15.32996744936267
Elf2	Vmn2r56	15.329959638697598
Thrb	Ptprf	15.327949211093713
Rxrb	Nr6a1	15.326160260464688
Thrb	Gm35769	15.325342044256606
Vdr	Cdc37l1	15.322995903965982
Elf2	Gm40617	15.317292013725785
Rxrb	Gm11399	15.315229288560072
Elf2	Gm49200	15.313899948703433
Thrb	Fam83b	15.313860610936846
Elf2	Gm15979	15.313177371357076
Elf2	Aldh18a1	15.311246187515867
Thrb	Gm12987	15.310574287604913
Nr1h2	Gm15802	15.309217552455147
Thrb	9330185C12Rik	15.308817595120882
