Regulator	Target	MI
Nrk	Ccl19	1.4305555719614844
Nrk	Scand1	1.2437292794775017
Nrk	Gm17167	1.4433696749432583
Nrk	Ngf	1.3890792459031784
Nrk	Cobl	1.4469648242486395
Nrk	Bcl2a1d	1.3367612808245264
Nrk	Bcl2a1b	1.3340865186486326
Nrk	Brca1	1.216789500057077
Nrk	Lama3	1.1033072614117492
Nrk	Ntm	1.297013377950976
Nrk	Gm26522	1.4207142877962902
Nrk	S1pr3	1.4698486503784691
Nrk	Sema4g	1.2701168992789231
Nrk	Sema3a	1.3134705148851111
Nrk	Errfi1	1.525848717293644
Nrk	Hamp	1.4475678143946533
Nrk	Ptchd4	1.389399029282834
Nrk	Aacs	1.3387186637751682
Nrk	Agbl1	1.3263520182471629
Nrk	Mypn	1.5742054335545994
Nrk	Tecrl	1.3718586182980061
Nrk	Gm20425	1.2479128406780244
Nrk	Lrp1	1.1427791632368605
Nrk	A830018L16Rik	1.294574727722682
Nrk	Slc44a5	1.38222838251939
Nrk	Ccn2	1.416224924766091
Nrk	F930017D23Rik	1.068515648944505
Nrk	Myoz2	1.290420895369106
Nrk	Myoz1	1.5021470029948647
Nrk	Art1	1.513503016185334
Nrk	Mis18bp1	1.1497121487063122
Nrk	Tnnt3	1.262811223153447
Nrk	Pla2g4a	1.2649172873211239
Nrk	Stab2	1.8145255363509873
Nrk	Ampd1	1.2680095062862318
Nrk	Wnt2	1.0222931669652224
Nrk	Kntc1	1.162764724059909
Nrk	Clec4n	1.3903547164845023
Nrk	Scn4a	1.2696433898066388
Nrk	Fbln5	1.339733746685127
Nrk	F2	1.2615290002328043
Nrk	Olfr111	1.395173074361252
Nrk	Rhag	1.284443649356298
Nrk	Hsd11b1	1.3001102235436974
Nrk	Dgkk	1.1695762504408922
Nrk	Tc2n	1.4464633876532753
Nrk	Arpp21	1.299528865687205
Nrk	Trabd2b	1.4279472727840252
Nrk	Klf5	1.3618742517440312
Nrk	Ctla2a	1.2669592266837721
Nrk	Fndc3c1	1.3580754665463122
Nrk	Plagl1	1.381042729686099
Nrk	Gm12159	1.4948628915741606
Nrk	Cntn4	1.3915869143602047
Nrk	Ltf	1.5376486110747116
Nrk	Mmp13	1.2665540678502056
Nrk	Mical2	1.2527362632742758
Nrk	Gm3164	1.2612092560542614
Nrk	P2ry10	1.3999079603876359
Nrk	Slc15a2	1.3211954679321458
Nrk	Hbb-bt	1.608016282604499
Nrk	Nt5e	1.641223050955289
Nrk	Ccdc80	1.2888672842797204
Nr1i3	Pdzk1	2.3201327615757688
Nr1i3	Abca6	1.250451988648691
Nr1i3	Afm	2.3533497034543083
Nr1i3	Afp	2.348726618194185
Nr1i3	Ripply3	1.9846033886574723
Nr1i3	Pvalb	2.2408310517605665
Nr1i3	Kng1	1.419118597763446
Nr1i3	Serpina1b	2.151190181459601
Nr1i3	9030622O22Rik	2.0626476865042136
Nr1i3	Ftcd	1.7749625564425209
Nr1i3	Itih2	2.314940236176223
Nr1i3	Itih1	2.5709453161574585
Nr1i3	Aqp9	2.061327331033011
Nr1i3	Cyp3a16	2.334002491182131
Nr1i3	C8a	1.440671698138706
Nr1i3	Cacna1s	2.333688475925758
Nr1i3	Gm12394	1.1202786384968686
Nr1i3	Cyp3a44	2.4243520002064707
Nr1i3	0610005C13Rik	2.1869074942396303
Nr1i3	Acox1	1.4723015246475866
Nr1i3	Acox2	1.9804809538100887
Nr1i3	Dapk1	0.9694639998888448
Nr1i3	Rxfp1	2.441819228143901
Nr1i3	Hao1	1.8371555548122744
Nr1i3	Myot	2.1179267027960176
Nr1i3	Myom2	2.326384212324445
Nr1i3	Gm32461	1.6683149330071698
Nr1i3	Cpb2	2.380773145124829
Nr1i3	Ces3a	2.2717564045238303
Nr1i3	0610040J01Rik	2.082566854310672
Nr1i3	Slc22a1	2.271667202697219
Nr1i3	Art1	2.2319540995618508
Nr1i3	Otc	1.8526539942641467
Nr1i3	Gm14226	1.466569729724787
Nr1i3	Gm37350	1.1480351640870783
Nr1i3	Proz	2.1632230163514103
Nr1i3	Abcg5	2.317602831923087
Nr1i3	Cyp2d38-ps	1.9827284130436462
Nr1i3	Igfbp2	2.2954588678826244
Nr1i3	Igfbp1	2.4944066474070605
Nr1i3	Igf2bp3	2.1034371940081797
Nr1i3	Fxyd2	2.2471953294948874
Nr1i3	Cp	1.5219423763194717
Nr1i3	Gli2	2.2221587876888687
Nr1i3	F2	2.2019159570881026
Nr1i3	F5	2.2939426548800683
Nr1i3	Kl	2.233680366987424
Nr1i3	Slc12a3	2.228985787868714
Nr1i3	Itgb6	2.377206205118877
Nr1i3	Crp	1.9299641912080947
Nr1i3	Cyp3a63-ps	2.5063625808878394
Nr1i3	Pkhd1	2.267149906510895
Nr1i3	Ryr1	2.2233761356584116
Nr1i3	Kcnu1	2.553719431266917
Nr1i3	Actn2	2.379719725110503
Nr1i3	Actn3	2.231485512776142
Nr1i3	Ophn1	0.9279735783644592
Nr1i3	Hgd	2.1745414579253755
Nr1i3	Gm14776	1.7810401627897052
Nr1i3	Pde6c	2.3324153070470484
Nr1i3	5830473C10Rik	2.738400789328084
Nr1i3	Hrg	2.2314761560802183
Nr1i3	Prodh2	2.5652312454051405
Nr1i3	Atcayos	2.3428433396969357
Nr1i3	Pklr	2.6069850060284816
Nr1i3	Crispld2	1.5905248684295001
Nr1i3	Nctc1	2.2646691717116574
Nr1i3	Lair1	1.4628059525532597
Nr1i3	Cyp2c68	2.019492558998512
Nr1i3	G6pc	1.746162920296002
Nr1i3	Fbn1	1.664190259328639
Nr1i3	Ldb3	2.4106681145535407
Nr1i3	Cyp4a32	1.5566750703292342
Nr1i3	Cyp4a14	1.9538945981770137
Kcnh8	Gm20754	0.8929552448026623
Kcnh8	Ccl19	1.712396656139421
Kcnh8	Gm26522	1.564018003555483
Kcnh8	Oas3	1.51178546742445
Kcnh8	Hamp	1.7836759261224149
Kcnh8	Ano5	1.5803196123867718
Kcnh8	Stard13	0.9776581789428853
Kcnh8	Nkain2	0.8887927396454653
Kcnh8	Itgb8	1.5637390792975188
Kcnh8	Dcstamp	1.4854217736670101
Kcnh8	P2ry10	1.5427074962955025
Kcnh8	Gm21541	1.5585466749004775
Kcnh8	S100a6	1.590232950694582
Kcnh8	Acpp	1.5440195178124707
Kcnh8	Egr1	1.696664615795183
Nkx2-2	Phactr2	1.7133167350805483
Nkx2-2	Myb	2.4323953415291943
Nkx2-2	Cldn5	1.7073005456330197
Nkx2-2	Col22a1	2.4158928251874765
Nkx2-2	Retn	2.5288864441012264
Nkx2-2	Fam126a	1.3357624362111693
Nkx2-2	Gm6980	2.80476837293671
Nkx2-2	Cadm3	2.2433052594882534
Nkx2-2	Cadm2	1.7374285191582883
Nkx2-2	Gm20753	2.7826622860819112
Nkx2-2	A1cf	1.9649624475104153
Nkx2-2	Gjb1	2.6785522159059125
Nkx2-2	Fam19a4	1.8349262792001655
Nkx2-2	Zeb1	0.5006934687963467
Nkx2-2	B630019A10Rik	2.02715383672777
Nkx2-2	Gnmt	2.190495479329531
Nkx2-2	Cyp4a12a	2.8784002049839423
Nkx2-2	Acvrl1	1.4991353011374757
Nkx2-2	Serpina3m	2.21575401619736
Nkx2-2	Gm18870	2.27623471617854
Nkx2-2	Scand1	2.8017097291566584
Nkx2-2	Plp1	1.4810392417375402
Nkx2-2	Zfp608	1.4252953994189248
Nkx2-2	Brinp2	2.384782346451732
Nkx2-2	Csmd2	2.598816575942961
Nkx2-2	2010106E10Rik	2.9084467367904185
Nkx2-2	Fgf7	1.5594054643883961
Nkx2-2	Adamts1	1.7270967140304334
Nkx2-2	Adamts4	2.6458407089719436
Nkx2-2	Akap12	1.5492930143150287
Nkx2-2	AI463229	2.627120180506499
Nkx2-2	Mylk2	2.4404125539999644
Nkx2-2	Gm11867	2.7233227099386323
Nkx2-2	Glis3	1.6215947815975031
Nkx2-2	Ffar4	1.5307699903317662
Nkx2-2	Ffar2	2.199615948969302
Nkx2-2	4933402J07Rik	1.458433157519675
Nkx2-2	Crnde	2.18380868781252
Nkx2-2	Gm11884	2.1059955242506128
Nkx2-2	Gimap1	1.5632878619540618
Nkx2-2	Alk	2.30862121752924
Nkx2-2	Fam129b	1.718504805515062
Nkx2-2	Pdlim5	1.3515942018168952
Nkx2-2	Dpp10	1.6937914060984491
Nkx2-2	Vwf	2.5842560118438964
Nkx2-2	Neurl1b	1.995972893417349
Nkx2-2	Slc39a12	1.8344237751808121
Nkx2-2	Lrrk2	1.0879302829588724
Nkx2-2	Atp1b1	2.5188165528538518
Nkx2-2	Cd209b	1.8471165116540567
Nkx2-2	Atp1b4	2.163772914961622
Nkx2-2	9930038B18Rik	2.8769762568726254
Nkx2-2	Plekhg2	2.262778247185286
Nkx2-2	Enox1	1.9684724996639114
Nkx2-2	App	1.0122396393968485
Nkx2-2	Ckmt2	2.937956978191512
Nkx2-2	Gpr160	1.9946062835138125
Nkx2-2	Gpr174	2.3943376305388724
Nkx2-2	Smtn	2.2915710673582104
Nkx2-2	Spon1	1.799437194293814
Nkx2-2	Dnah17	1.907291013064368
Nkx2-2	Nup210	1.6242762651356069
Nkx2-2	Glt1d1	2.3503569999490197
Nkx2-2	Ftl1-ps1	2.7184889957315113
Nkx2-2	Ugt1a6a	2.3623523530383137
Nkx2-2	Ptprt	2.240415394191969
Nkx2-2	Gm26917	0.2815791037455657
Nkx2-2	Rpap3-ps2	2.8740798924292332
Nkx2-2	C8b	3.1677772572775136
Nkx2-2	Rab6b	2.852191647886256
Nkx2-2	Sp110	2.026977568608567
Nkx2-2	Gm11427	2.26368513884655
Nkx2-2	Cyp21a2-ps	2.125767563216325
Nkx2-2	Svil	1.2329401983974053
Nkx2-2	Gm47847	2.5613597562240065
Nkx2-2	Nkd1	1.6666391347995768
Nkx2-2	Slc7a2	1.4731019468483995
Nkx2-2	Mpp7	2.0411913998182882
Nkx2-2	Gm13629	3.0724183170973447
Nkx2-2	Ugt1a7c	1.706492373026074
Nkx2-2	Cd55	2.0086896172867723
Nkx2-2	Cacna1h	1.729400526781765
Nkx2-2	Cacna1e	2.1483376875985662
Nkx2-2	Nrm	2.935693980005747
Nkx2-2	Nsf	1.017131875750077
Nkx2-2	Lmo3	2.165411875465515
Nkx2-2	Fcer2a	2.091111592131485
Nkx2-2	Lama5	2.44718462794646
Nkx2-2	Lmtk3	1.7716619185600369
Nkx2-2	Nr3c2	1.1798199911917049
Nkx2-2	Atf7ip2	2.3930387145256087
Nkx2-2	Gm9989	2.1749432748377773
Nkx2-2	Vwc2l	2.3022394171302527
Nkx2-2	Ndrg4	2.6185727260769904
Nkx2-2	Srgn	1.524988526402356
Nkx2-2	Afap1l2	1.7956449012218343
Nkx2-2	Hmgcs1	1.5902128605731445
Nkx2-2	Lingo2	2.5015010155926807
Nkx2-2	Cyp2d37-ps	2.6003581989990256
Nkx2-2	Gm26522	2.432755512167306
Nkx2-2	Iqgap3	2.487008847749159
Nkx2-2	Gap43	2.511383423602855
Nkx2-2	Kctd16	2.24224905216844
Nkx2-2	Trim63	2.5387474786739723
Nkx2-2	Schip1	1.8271691568316388
Nkx2-2	Gm40847	2.420002776670162
Nkx2-2	Oas3	2.0992199383864456
Nkx2-2	Myh7	2.0284163269477506
Nkx2-2	Nexmif	1.5606615082134354
Nkx2-2	Sned1	2.0828822644776857
Nkx2-2	Cyp3a44	2.328873244826277
Nkx2-2	Bub1	2.1884983798234003
Nkx2-2	Sema4g	2.232436327332663
Nkx2-2	B230334C09Rik	3.101255002914298
Nkx2-2	Sult3a1	2.4216110271875477
Nkx2-2	Bc1	2.0189776903933945
Nkx2-2	Sult1d1	2.600730189987265
Nkx2-2	L1cam	2.124963199607306
Nkx2-2	Gm31522	2.714164678017611
Nkx2-2	Pcdh19	1.6661043534436715
Nkx2-2	Gbp6	2.123129116804118
Nkx2-2	Nr1h5	2.2461785016418223
Nkx2-2	Nr1h4	1.7414202385982698
Nkx2-2	Rxfp1	2.208968529050251
Nkx2-2	Ngfr	3.0662277743463537
Nkx2-2	Gipc2	2.3318930700344347
Nkx2-2	Stmn2	2.4417903204754836
Nkx2-2	Hamp	2.1716878821083947
Nkx2-2	Gm30624	2.158187426912477
Nkx2-2	Jph1	2.455879601494301
Nkx2-2	Tlr13	1.4579359232687477
Nkx2-2	Usp9y	2.3355349463225252
Nkx2-2	Myom2	2.5980886738941447
Nkx2-2	Sytl3	2.0046264769442743
Nkx2-2	Adamts14	1.8338133300240473
Nkx2-2	Cd300c2	1.6141053323052743
Nkx2-2	Adamts18	2.3169666957016366
Nkx2-2	Ms4a6b	1.4972796727193378
Nkx2-2	Ucp2	2.04159621170343
Nkx2-2	Slc17a1	3.1362196035670387
Nkx2-2	Cacnb4	1.691309490943378
Nkx2-2	Mypn	2.242717073226913
Nkx2-2	Rtn4rl2	2.9284560264529467
Nkx2-2	2310016D03Rik	2.221908942926836
Nkx2-2	Gas2l3	2.188153647946053
Nkx2-2	Myt1	2.02076325377063
Nkx2-2	Gm29266	2.6020522267388917
Nkx2-2	Flna	2.040176888464936
Nkx2-2	Klhl13	2.112438930035662
Nkx2-2	Ror2	1.764598653213855
Nkx2-2	Tmem163	1.5934680729076494
Nkx2-2	Chrm2	1.6614784153391717
Nkx2-2	AC132253.9	1.6617045690059813
Nkx2-2	Tecrl	1.3697646010330171
Nkx2-2	Tubb3	2.7870429388332774
Nkx2-2	Tmem178	2.178283698340751
Nkx2-2	Itpr3	2.317153031819202
Nkx2-2	Flt3	1.9220195350450373
Nkx2-2	B230209E15Rik	2.6703392189799193
Nkx2-2	Ces1c	2.3218486743487308
Nkx2-2	Fhit	1.0106656681490467
Nkx2-2	Epha3	2.1005880395694243
Nkx2-2	Ces2e	1.6486389546846532
Nkx2-2	Scnn1b	2.2289373261812506
Nkx2-2	Plcl1	1.472393547026237
Nkx2-2	Ugt1a10	2.4048124197879166
Nkx2-2	A830018L16Rik	2.083511639796269
Nkx2-2	Lrr1	2.8762807039671427
Nkx2-2	4930511M06Rik	1.5432486889022563
Nkx2-2	9030624G23Rik	1.7185491045621948
Nkx2-2	Akr1c20	2.750391963296093
Nkx2-2	Gm47547	1.9345018800044826
Nkx2-2	Ccnf	1.7286075723900645
Nkx2-2	Wdpcp	1.3158254337355082
Nkx2-2	Ank1	2.2009135526482355
Nkx2-2	Myoz2	2.1421014941827163
Nkx2-2	Myoz1	2.198167988218123
Nkx2-2	Slc22a4	2.2986376475293393
Nkx2-2	Tmcc2	1.822520764736538
Nkx2-2	Art1	2.4707085340374175
Nkx2-2	B4galt5	1.3206166780984931
Nkx2-2	Cyp2f2	1.6416594090387608
Nkx2-2	Arl15	0.5095220727732315
Nkx2-2	Agtr1a	1.1377811723967453
Nkx2-2	Elavl2	2.392797051256032
Nkx2-2	Ccr1	2.087817981778043
Nkx2-2	Grin3a	1.750340112639348
Nkx2-2	Spag6l	2.281492214126048
Nkx2-2	Cyp2e1	1.3788101282051608
Nkx2-2	Ifi47	2.411153416156335
Nkx2-2	Grin2b	1.83831167644703
Nkx2-2	B3gnt5	2.2807436959210294
Nkx2-2	Mark1	1.564385348434981
Nkx2-2	Klra4	2.288963828397768
Nkx2-2	Ncr1	2.533638401345782
Nkx2-2	Gal	2.3913019097222628
Nkx2-2	Gm12877	3.128335677370039
Nkx2-2	Tmtc1	1.1508327930502222
Nkx2-2	Foxp2	1.4610686186791897
Nkx2-2	Gpc4	1.4666115349878828
Nkx2-2	Mpzl1	1.5118145555495381
Nkx2-2	Clec1a	1.4588854809091458
Nkx2-2	Clec1b	1.5294705978475926
Nkx2-2	Rgs3	1.461751846840044
Nkx2-2	Trp63	2.5490425047274026
Nkx2-2	Slc8a1	1.9531853543762123
Nkx2-2	Kif5c	2.1444046338250935
Nkx2-2	Gm35177	2.7348842044140715
Nkx2-2	Ampd1	2.4749781327660365
Nkx2-2	Gm49339	2.349476639678725
Nkx2-2	Nos1ap	1.505101155732751
Nkx2-2	Gclc	1.8706489822607404
Nkx2-2	Colec12	1.5279975525716667
Nkx2-2	Ptch1	1.8649120523520173
Nkx2-2	Elmo1	1.168423115054349
Nkx2-2	Ssh2	1.1777531681821625
Nkx2-2	Epb41l4b	1.9890992686363962
Nkx2-2	Vcan	2.043612335020949
Nkx2-2	Clec4n	2.3980105498756554
Nkx2-2	Cplx2	2.4686482923424897
Nkx2-2	Klrk1	1.7777993277989133
Nkx2-2	Proz	3.11656975350861
Nkx2-2	Sult2a5	2.346879200931941
Nkx2-2	Palm2	1.2580068006311
Nkx2-2	Asb14	2.8124048208828656
Nkx2-2	Snhg14	2.2834460138809227
Nkx2-2	Gm16867	1.261662845896069
Nkx2-2	Clmn	2.026397014772158
Nkx2-2	Mctp1	1.62373175810459
Nkx2-2	Igfbp1	2.302487815536025
Nkx2-2	Hcrtr2	2.499144842280987
Nkx2-2	Sept11	1.7257355738973432
Nkx2-2	Synpo2l	3.2093297635049405
Nkx2-2	Gm31641	2.7788900337296316
Nkx2-2	Pde4dip	1.9567837831503683
Nkx2-2	Zfp831	1.8214620487098374
Nkx2-2	Clec9a	1.725817880949955
Nkx2-2	Clec7a	2.334094627583592
Nkx2-2	Pdgfd	0.9754696965257246
Nkx2-2	Sox11	2.9285823587816235
Nkx2-2	Sox13	1.7932020374303699
Nkx2-2	Sox10	1.4559408396654945
Nkx2-2	Gm6325	2.2415241859470103
Nkx2-2	Gli2	2.2975243372524687
Nkx2-2	Gm49364	2.0398176989171777
Nkx2-2	Cyp7b1	1.6830336737994163
Nkx2-2	Slc25a21	1.8761415115903093
Nkx2-2	Nhsl1	1.8857458610231932
Nkx2-2	9630002D21Rik	1.5250996597627777
Nkx2-2	Pax3	2.9313629446493654
Nkx2-2	F2	3.074009150941848
Nkx2-2	Chst7	2.3884431299433224
Nkx2-2	Pik3r1	1.170943508625415
Nkx2-2	Olfr111	2.5490460590229023
Nkx2-2	Gm36041	2.4200199720652065
Nkx2-2	Fmo3	2.781183809187429
Nkx2-2	Tnc	1.4099562174338987
Nkx2-2	Olfr933	2.5610023053363076
Nkx2-2	Gm45881	1.989812876065404
Nkx2-2	Fign	1.5657843814585233
Nkx2-2	Tyrobp	1.4842337734492377
Nkx2-2	Setbp1	1.3928633750349526
Nkx2-2	Itga8	1.4834072743145068
Nkx2-2	Slc1a2	2.480301951443794
Nkx2-2	Man1a	1.3049895916607497
Nkx2-2	Ermap	1.7879317396943044
Nkx2-2	Ly6a	1.4706999274225705
Nkx2-2	Shank1	2.0830987582446374
Nkx2-2	Bnc2	1.4338234729339234
Nkx2-2	Inmt	1.9068410409880636
Nkx2-2	Lpar1	2.0094575934643872
Nkx2-2	Arhgap20	2.398648794781536
Nkx2-2	Arhgap28	1.4178228293978608
Nkx2-2	Cyp2s1	2.6260572328168883
Nkx2-2	Ttk	2.325056237579003
Nkx2-2	Alas2	2.394780277444284
Nkx2-2	Bcas1	2.800766049903493
Nkx2-2	Kcnk5	1.9348442694717036
Nkx2-2	Sgca	3.2718593684189217
Nkx2-2	H2-DMb1	2.216995624646608
Nkx2-2	Sorl1	2.036878942225605
Nkx2-2	Trib2	2.091017205168903
Nkx2-2	Depp1	2.0795744633743682
Nkx2-2	Tns2	2.021321456658767
Nkx2-2	Tns1	0.7984834282579625
Nkx2-2	Gm26714	2.1726633644320907
Nkx2-2	Mest	2.1146178267318954
Nkx2-2	Insr	0.6631019947629495
Nkx2-2	Pknox2	1.9959608914996592
Nkx2-2	Greb1	1.0860343439870546
Nkx2-2	Oas1a	2.244218393234421
Nkx2-2	Adarb1	1.214331573828514
Nkx2-2	Ctla2a	2.404985018995765
Nkx2-2	Gm21057	2.8261960323776436
Nkx2-2	Gm8013	2.2616151883471445
Nkx2-2	March4	2.247044524785452
Nkx2-2	Tg	2.209010347655121
Nkx2-2	Gm13857	2.385106820192315
Nkx2-2	Tfec	1.4750817503041018
Nkx2-2	Fcgr3	2.1481673294568537
Nkx2-2	9630013A20Rik	1.563987523794565
Nkx2-2	Plagl1	2.123306586016062
Nkx2-2	Gm4951	1.8729714068378707
Nkx2-2	6030498E09Rik	2.144215909249114
Nkx2-2	Slc43a1	2.046143408192955
Nkx2-2	Slc43a2	1.4907434123269896
Nkx2-2	Lrrc32	1.998028645298672
Nkx2-2	Vegfc	2.139856626606071
Nkx2-2	Dpysl5	2.8342405414379463
Nkx2-2	Fendrr	2.4483787304959557
Nkx2-2	Cfhr2	1.7375531833563143
Nkx2-2	Cux2	1.3851549730706996
Nkx2-2	Tjp1	1.3551089322609782
Nkx2-2	9530036O11Rik	2.0666829992200677
Nkx2-2	Aldh1a2	2.0047959600449587
Nkx2-2	Mms22l	2.064348521322774
Nkx2-2	Gm6249	2.2436604138901637
Nkx2-2	Gm15675	2.0708972883233425
Nkx2-2	Pcdhgb2	1.6624777249754494
Nkx2-2	Htra3	2.214129236448448
Nkx2-2	Tnxb	1.9754998073063632
Nkx2-2	Cyp11b1	0.6418594476327213
Nkx2-2	Cyp11b2	2.3843180739732603
Nkx2-2	Cfap100	1.6425307278919687
Nkx2-2	Slc6a20a	2.253083370466171
Nkx2-2	Cxcl16	2.290356874219099
Nkx2-2	Spata13	1.0904291818138176
Nkx2-2	E330020D12Rik	2.3543753375200094
Nkx2-2	Cdk5rap1	2.3920446454446327
Nkx2-2	Sphkap	1.5697597273119426
Nkx2-2	Pde2a	0.9991680327222561
Nkx2-2	Angpt2	2.329167393308814
Nkx2-2	Cytip	1.6698897005144424
