Regulator	Target	MI	pvalue
Chd5	Sgsm1	2.312877138924487	9.229284003708926E-9
Zdhhc14	Clec4n	1.5026801688383027	1.6986412276764895E-10
Runx1t1	Npnt	1.2485494818848724	2.1949162487544527E-5
Zfp831	Cpt1b	2.04459757993511	0.03263817847320993
Fosb	Cps1	1.4457350803182432	1.6986412276764895E-10
Nkx2-2	Vwc2l	2.443132998739315	4.737510383989729E-7
Lhx6	Il21r	2.40771759520913	1.6986412276764895E-10
Isl1	Gm2245	2.3121483213083143	1.6986412276764895E-10
Zmynd15	Pappa	1.4839843935578114	0.03263817847320993
Prdm1	Ces2e	2.109245101344366	9.044750415299063E-4
Top2a	Nxph1	1.6022540011305406	0.03263817847320993
Trerf1	Gm32828	0.7125543628832183	0.03263817847320993
Isl1	Cep128	1.774884788414957	1.6986412276764895E-10
Tfec	2010109I03Rik	1.583008886249401	2.1949162487544527E-5
Cux2	Ccnf	1.3811830005057242	0.03263817847320993
Wt1	Sh3pxd2a	1.6728641899796615	1.6986412276764895E-10
Spi1	Spats2l	1.6029887795769213	9.044750415299063E-4
Zmynd15	Gm32067	1.7604690304478552	1.6986412276764895E-10
Zmat4	Nav1	1.3972258981168997	4.737510383989729E-7
Lyl1	Arhgap25	2.435723658234409	1.6986412276764895E-10
Tcf15	Themis2	1.3093317729463934	2.1949162487544527E-5
Jazf1	Tmem163	1.4988127858448226	0.03263817847320993
Ikzf1	Gm26510	2.284573517481718	1.6986412276764895E-10
Atad2	Kif18a	1.6735037122645484	9.229284003708926E-9
Prdm1	Fermt3	1.9417280623752067	9.044750415299063E-4
Spi1	Esco2	1.658491206839914	2.1949162487544527E-5
Zmat4	Gm29266	2.5169192073723234	4.737510383989729E-7
Tfap2b	Celf4	1.8910430538561116	0.03263817847320993
Notch3	Ntrk3	1.1077698507802356	9.044750415299063E-4
Slc26a3	Fabp3	1.6475634009569593	4.737510383989729E-7
Nr2f2	Olfr111	1.6446385075145267	9.229284003708926E-9
Npas3	Mafb	1.4046691187897817	0.03263817847320993
Isl1	Hcrtr2	2.2676684819417923	1.6986412276764895E-10
Runx1t1	Col12a1	2.099045470827739	1.6986412276764895E-10
Bcl6b	Itga8	1.608004176911417	9.229284003708926E-9
Tfcp2l1	Ddo	2.2077854474564726	2.1949162487544527E-5
Nkx2-2	A2m	2.0609611636721903	0.03263817847320993
Cbfa2t3	Pappa	1.6394847778680053	1.6986412276764895E-10
Mafb	Hpn	1.9800914103155138	4.737510383989729E-7
Tfec	Tmcc3	1.4137391023543717	1.6986412276764895E-10
Tfec	Tmcc2	1.636160888014718	9.044750415299063E-4
Mafb	Hbb-bt	2.1424801280855807	2.1949162487544527E-5
Zfp385b	Gm26691	1.3906402068315984	4.737510383989729E-7
Elk3	Fmnl3	1.8476628816923832	1.6986412276764895E-10
Prrx1	Art1	1.7410048475674813	1.6986412276764895E-10
Runx1t1	Col14a1	1.4777358842794652	9.229284003708926E-9
Tal1	Piezo2	1.561241886872572	2.1949162487544527E-5
Maf	Gm12688	1.7945600027535111	4.737510383989729E-7
Jazf1	Gm16083	1.7727217701288676	0.03263817847320993
Rorb	Clstn2	1.7490375651043066	1.6986412276764895E-10
Nkx2-2	Olfr111	2.4549032515519538	9.044750415299063E-4
Runx3	F730311O21Rik	2.1305847242668983	9.229284003708926E-9
Prrx1	Cdk14	1.7440849506905303	1.6986412276764895E-10
Zdhhc14	P2ry10	1.550053775515312	1.6986412276764895E-10
Zdhhc14	Upp1	1.3772321708632167	2.1949162487544527E-5
Zfp804a	Grid2	1.4483797183420708	4.737510383989729E-7
Wt1	Adamts2	1.3686143308031165	9.229284003708926E-9
Ebf3	Adam11	1.5685028948160853	2.1949162487544527E-5
Fosb	Nrgn	1.67766868151267	9.229284003708926E-9
Rorb	Cd48	1.5238239983975599	0.03263817847320993
Zdhhc14	Pla2g4a	1.537184040713474	1.6986412276764895E-10
Ets1	Ptprm	0.8020408293291876	0.03263817847320993
Cbfa2t3	Fcrls	1.6570785821244873	9.044750415299063E-4
Hnf4a	5830473C10Rik	2.326947037597281	4.737510383989729E-7
Nrk	Agbl1	1.4175299704587552	9.044750415299063E-4
Irf4	Il15ra	1.5886065115714838	9.229284003708926E-9
Ets2	Scin	1.6313909700336389	4.737510383989729E-7
Gata4	Akr1c6	2.050864448074062	1.6986412276764895E-10
Tfap2b	Slc7a14	2.010409800350278	9.044750415299063E-4
Runx1t1	Wt1os	1.3011361599617584	0.03263817847320993
Hey2	Pdgfb	1.7088298061990859	4.737510383989729E-7
Myt1l	Soga3	2.032347041837296	9.229284003708926E-9
Zmynd15	Epsti1	1.7581903257110987	9.044750415299063E-4
Hlf	Kif20b	1.747860955565096	9.044750415299063E-4
Bnc1	Gm35552	1.6887569525760477	9.044750415299063E-4
Zfp804a	Gria2	1.9334394005132953	1.6986412276764895E-10
Rarb	Gm17745	1.5697854873597354	2.1949162487544527E-5
Irx3	Kcnj15	1.8734352149290185	0.03263817847320993
Nr5a2	Tfec	1.6211164709995518	9.044750415299063E-4
Mafb	Errfi1	1.484557246086624	0.03263817847320993
Prdm1	A330049N07Rik	1.4602755614091785	0.03263817847320993
Myt1l	Gm46323	1.9976045488909069	4.737510383989729E-7
Esr1	Pdgfc	1.5663636628822477	9.044750415299063E-4
Hlf	Hmmr	2.033414175691656	1.6986412276764895E-10
Irx5	Klhl6	1.9819225986959674	9.044750415299063E-4
Irx5	Klhl4	2.090463955668369	2.1949162487544527E-5
Zmynd15	Hpcal1	1.7576240878407539	1.6986412276764895E-10
Prrx1	Nhsl2	1.7303856859211781	1.6986412276764895E-10
Nkx2-2	Gjb1	2.6680746445951202	9.229284003708926E-9
Mkx	AC161438.1	1.7336738091374475	9.229284003708926E-9
Sox6	Pfkfb3	1.4578583423640417	9.044750415299063E-4
Nr5a2	Samsn1	1.7973602357640388	9.044750415299063E-4
Lmo2	P2ry10b	1.6864325675398573	0.03263817847320993
Nkx2-2	Gm6325	2.2851621754332556	4.737510383989729E-7
Zmynd15	4930542D17Rik	1.4651468932090195	1.6986412276764895E-10
Mkx	Ankrd55	1.67136739599727	9.044750415299063E-4
Zdbf2	Atad2	1.574424309999905	0.03263817847320993
St18	Myt1	1.6717972645392336	9.044750415299063E-4
Mkx	Parm1	1.5370216391325495	1.6986412276764895E-10
Fosb	Azgp1	1.3992628542752348	4.737510383989729E-7
Pax8	Slc4a9	2.3684084588284295	9.229284003708926E-9
Tfap2b	A230057D06Rik	2.196647841730949	9.229284003708926E-9
Pparg	AC150274.2	1.3444022748862405	0.03263817847320993
Bnc2	Nova1	1.4304515033671126	0.03263817847320993
Zfp831	C9	1.6229479144100405	1.6986412276764895E-10
Irf5	Clec4a3	1.954357267754045	1.6986412276764895E-10
Runx2	Irx3	1.0217209795681832	0.03263817847320993
Mkx	Cdh20	1.8712508789227447	1.6986412276764895E-10
Pax3	Adamts4	2.5577837999418187	9.044750415299063E-4
Hmga2	Gm27224	1.3475698779512755	0.03263817847320993
Nr4a1	Nrgn	2.1161718635481144	9.044750415299063E-4
Zmynd15	Mgl2	1.906925502555017	1.6986412276764895E-10
Nr5a2	Dysf	1.4863535158834462	0.03263817847320993
Mkx	Dnm1	1.6788677510795895	2.1949162487544527E-5
Nr4a2	E230032D23Rik	1.9793383893224603	2.1949162487544527E-5
Spi1	Ndc80	1.5840697227331673	2.1949162487544527E-5
Klf2	Myh11	1.3219983352395546	2.1949162487544527E-5
Prdm16	Fgf12	1.069073463814638	9.044750415299063E-4
Bcl6	Notch3	1.4069688347802223	0.03263817847320993
Prdm16	Rarres2	2.0614717300250875	1.6986412276764895E-10
Zfp831	Myh7	1.9970782125239666	2.1949162487544527E-5
Zfp831	Myh1	2.043138718115693	2.1949162487544527E-5
Notch1	Gja4	1.6009409714009604	9.044750415299063E-4
Prdm16	Fdps	1.2543260681634123	4.737510383989729E-7
Egr3	Gm11427	1.8158032353008964	4.737510383989729E-7
Zbtb7c	Gal	1.2102112819156472	0.03263817847320993
Tcf15	Ipcef1	1.350914138048401	0.03263817847320993
Lef1	Ctla2a	1.2411532570037542	0.03263817847320993
Hey2	Lrr1	2.2333199604670586	0.03263817847320993
Ikzf3	Siglecg	1.5902803426635765	0.03263817847320993
Ahr	Igfbp3	1.7405700073345638	2.1949162487544527E-5
Sox11	Gm20753	2.9148914881838306	2.1949162487544527E-5
Pou2f2	Tshz3	1.6585524345301152	9.044750415299063E-4
Zfp804a	Grip1	1.8657628022095816	4.737510383989729E-7
Myt1l	Ak5	2.021703089673971	9.229284003708926E-9
Glis3	Gm42303	1.6527806536308631	0.03263817847320993
Zbtb7c	Adh7	1.2383892968165995	2.1949162487544527E-5
Meox1	Nes	1.7051937840966445	0.03263817847320993
Zfp831	Myl9	2.062065964159855	4.737510383989729E-7
Mlxipl	Ephx2	1.5045458205803235	1.6986412276764895E-10
Wt1	Cyp3a13	1.3933799346614943	9.044750415299063E-4
Atad2	Dync1i1	1.651639469916541	0.03263817847320993
Ebf1	Rgs14	0.9658255924228728	0.03263817847320993
Lmo2	Cd83	1.5813187949629284	0.03263817847320993
Gli2	Klf5	1.3347876119484152	9.044750415299063E-4
Hnf4a	Pdzk1	2.434413005787746	9.229284003708926E-9
Rorb	Pde4b	1.8551466424353826	1.6986412276764895E-10
Mafb	Car10	1.7851325600440733	9.229284003708926E-9
Sox17	Gm10800	2.055630066738603	1.6986412276764895E-10
Tbx5	Mfap5	1.5906790182894646	9.229284003708926E-9
Isl1	Ptpro	1.9652223652066816	2.1949162487544527E-5
Isl1	Sema3a	1.7905455262582244	9.229284003708926E-9
Nr4a2	Gm13629	1.9959567860824403	9.044750415299063E-4
Zdbf2	Cdh18	1.5670555446184524	9.044750415299063E-4
Tfec	Oit3	1.568296140033892	9.229284003708926E-9
Ahr	Mcc	1.5742510436693702	4.737510383989729E-7
Nr3c2	Sh3rf3	1.1498550721605583	2.1949162487544527E-5
E2f7	Grpr	1.6783085371051114	0.03263817847320993
Tcf7l1	Unc45b	1.498756485361849	0.03263817847320993
Casz1	Igsf5.1	1.9935849331054147	1.6986412276764895E-10
Sox6	Hacd2	1.2049827867834975	9.044750415299063E-4
St18	Pak3	1.8461570632190252	9.044750415299063E-4
Nr3c2	Aass	1.1616083260069152	9.044750415299063E-4
Gas7	Gfra2	1.2306981513245288	9.229284003708926E-9
Zfp536	Rerg	0.9423602560437448	0.03263817847320993
Nkx2-2	Anks1b	1.6819484305084036	9.044750415299063E-4
Cbfa2t3	Fas	2.038625605200649	1.6986412276764895E-10
Hlf	Kcnab1	1.7262847243707498	4.737510383989729E-7
Chd5	Otud7a	1.4881628760403736	9.044750415299063E-4
Npas3	Grpr	1.5888201642954407	4.737510383989729E-7
Gata3	Arfgef3	1.953980426293177	1.6986412276764895E-10
Mafb	Fap	1.5888881967934028	1.6986412276764895E-10
Npas3	Gm4117	1.552763981582102	4.737510383989729E-7
Spi1	Gm16252	1.8511954778710582	0.03263817847320993
Isl1	Gm8237	2.177044583567969	2.1949162487544527E-5
Pparg	Gm21541	1.1856025575107294	9.044750415299063E-4
Bcl6b	Kank4	1.7084721363755542	0.03263817847320993
Zdbf2	1700042O10Rik	2.3215702070778503	1.6986412276764895E-10
Vav1	Kcna1	1.8809381358768875	0.03263817847320993
Atad2	Neil3	1.722997028036003	4.737510383989729E-7
Rarg	Samsn1	1.4032951539152805	9.229284003708926E-9
E2f7	Oca2	1.7144699872997866	2.1949162487544527E-5
Ahr	Tspan14	1.6128449616391074	1.6986412276764895E-10
Prrx1	Tjp2	1.4982526160231942	2.1949162487544527E-5
Zfp385b	Rgs5	1.344720330433345	9.229284003708926E-9
Mafb	Hhip	1.5024848537832234	0.03263817847320993
Top2a	Hmmr	2.137446607161629	1.6986412276764895E-10
Mkx	Filip1	0.7865768404368098	2.1949162487544527E-5
Zfp804a	Aff2	1.658798649843952	9.229284003708926E-9
Prrx1	Ntm	1.4906420102922193	9.229284003708926E-9
Runx3	P2ry10b	2.0952133447647507	2.1949162487544527E-5
Notch3	Ahsg	1.4202072232266665	1.6986412276764895E-10
St18	Celf3	2.1245635402514806	2.1949162487544527E-5
Nfatc2	Gfra2	1.9898460097468482	2.1949162487544527E-5
Glis3	Nrgn	1.66760052641049	2.1949162487544527E-5
Tfap2b	C230004F18Rik	2.593060144238777	1.6986412276764895E-10
Isl1	Gm45455	2.1090594153451603	0.03263817847320993
Mlxipl	Klb	1.5745230944400308	9.229284003708926E-9
Tal1	Phf11b	1.738241174591873	9.044750415299063E-4
Mafb	H2-D1	2.0257681848514206	9.229284003708926E-9
Nkx2-2	P2ry10	2.287596445541144	1.6986412276764895E-10
Heyl	0610005C13Rik	2.196049425739239	0.03263817847320993
Rorb	Gm16083	2.098239278257987	1.6986412276764895E-10
Nkx2-2	Cd209b	1.9486827212058653	2.1949162487544527E-5
Fosb	Gm34921	1.6573968075917445	2.1949162487544527E-5
Prdm16	Aqp7	1.3384137062822183	0.03263817847320993
Top2a	Bard1	1.9694173593882343	1.6986412276764895E-10
Gata4	Notch3	1.4763535548992686	4.737510383989729E-7
Slc26a3	Serpina3k	1.3251732265599065	9.044750415299063E-4
Prdm1	Gm10863	1.9883843176217306	9.229284003708926E-9
Zfp804a	Gal	1.7003152544032456	9.044750415299063E-4
Prrx1	Rcan2	1.6958939600790195	1.6986412276764895E-10
Rorb	Olfr111	1.6414157504571512	9.044750415299063E-4
Irx3	Gm20532	1.6329385920823456	2.1949162487544527E-5
Cux2	Gm40645	1.5213402087234258	9.044750415299063E-4
Zmynd15	Sdk2	1.6440218228460357	2.1949162487544527E-5
Zc3h12d	Itgal	2.2751759170178665	1.6986412276764895E-10
Pou2f2	Fam219a	1.5865265872107706	0.03263817847320993
Irf4	Mug1	1.6721037960015486	1.6986412276764895E-10
Tbx5	Mirt1	1.3897563472427448	2.1949162487544527E-5
Gli2	Ankrd23	2.4537188940633192	9.229284003708926E-9
Runx2	Foxp2	1.0318950343034499	9.229284003708926E-9
Fosb	Lmo3	1.663408310787513	1.6986412276764895E-10
Vav1	Rhoh	2.0204131815247193	1.6986412276764895E-10
Zc3h12d	Itgb2	1.984634082756739	9.044750415299063E-4
Gata4	Adamts19	1.4833477346897364	0.03263817847320993
Sox17	Gna15	1.9339093016063928	9.229284003708926E-9
Zfp385b	Pag1	1.1391771805712803	9.044750415299063E-4
Hnf1b	Apoa1	1.6555148033870342	2.1949162487544527E-5
Nr5a1	Kcnk3	0.7185118417269541	9.229284003708926E-9
Runx2	Klra4	1.1959841645026357	9.229284003708926E-9
Ets2	Nova2	1.843098324547098	4.737510383989729E-7
Jazf1	Zfp804a	1.6794883960405433	2.1949162487544527E-5
Zdhhc14	E330020D12Rik	1.5096558769886912	1.6986412276764895E-10
Ikzf1	Gm26740	2.024517967529964	0.03263817847320993
Elk3	Fermt3	1.8311511059786942	2.1949162487544527E-5
Irx3	Cldn5	1.903618638199016	4.737510383989729E-7
Maf	Atp8a1	1.4230420384334272	0.03263817847320993
Pax5	Gm10800	1.640362686490891	4.737510383989729E-7
Tfec	9630013A20Rik	1.730034098746633	4.737510383989729E-7
Zmynd15	Gm5150	2.281508825858634	1.6986412276764895E-10
Mafb	Pex5l	1.4534845666841105	4.737510383989729E-7
Gata4	Scn4a	1.880424237431395	1.6986412276764895E-10
Mafb	Fnip2	1.5370466145469095	2.1949162487544527E-5
Pax2	Ryr1	2.630704451763842	4.737510383989729E-7
Ets2	Runx1	1.632415567931395	0.03263817847320993
Pax5	Adam11	1.3039027411245858	2.1949162487544527E-5
Nr5a2	Plscr2	1.8526804650714124	9.229284003708926E-9
Nkx2-2	Gm35177	2.8144818568116223	9.229284003708926E-9
Pax5	Card11	1.5690817315064696	2.1949162487544527E-5
Wt1	9130410C08Rik	1.4463226764975918	9.229284003708926E-9
Pax5	Adam19	1.5745856900032666	9.044750415299063E-4
Fli1	Kdr	1.772426429971814	9.044750415299063E-4
Gli2	Klhl31	2.142653993581741	0.03263817847320993
Rorb	Rims1	1.7429671622760567	4.737510383989729E-7
Rorb	Dgki	1.6749671038030352	9.044750415299063E-4
Pax5	Adam33	1.5149759487751133	1.6986412276764895E-10
Irf4	Slc27a2	1.9808229031207112	1.6986412276764895E-10
E2f7	Rad51b	1.7574911639101116	0.03263817847320993
Nr1i3	Slc22a1	2.2846895060471404	4.737510383989729E-7
Isl1	Ect2	1.7899572626317486	9.229284003708926E-9
Zfp804a	9630002D21Rik	1.4886802108603752	0.03263817847320993
Hmga2	Pcdh10	1.3574462411075556	4.737510383989729E-7
Prdm1	Rgs1	1.8766934380304505	9.044750415299063E-4
Tbx5	Atp6v0d2	1.3814298641224174	2.1949162487544527E-5
Notch1	Col4a3	1.947509969693114	1.6986412276764895E-10
Thrb	Lpcat2	0.9852686142466627	2.1949162487544527E-5
Tead4	Myo1g	1.9759904413506892	9.229284003708926E-9
Runx1t1	Plce1	1.2971784521954195	4.737510383989729E-7
Nr5a2	Hecw2	2.0195788453153356	1.6986412276764895E-10
Hnf1b	Arhgef37	2.167331701907712	0.03263817847320993
Jazf1	Chn1	1.714177609620517	9.044750415299063E-4
Tcf15	Hs3st3a1	1.4161718301258217	9.229284003708926E-9
Rorb	Map2	1.6163681572465312	9.044750415299063E-4
Egr3	Gm39465	1.7385487785957838	4.737510383989729E-7
Ahr	Nlrc4	1.693731081001846	9.044750415299063E-4
Prdm16	Fa2h	1.2761906504608276	0.03263817847320993
Irf5	H2-Ea-ps	1.758868942920855	0.03263817847320993
Tal1	Trpc3	1.9744870137813582	9.044750415299063E-4
Tbx5	Nkain4	1.2499263685365272	0.03263817847320993
Nr1i3	Mki67	1.421562610534916	0.03263817847320993
Nr4a1	Nkx2-2	2.058402549301451	9.229284003708926E-9
Isl1	9930111J21Rik1	2.10294115313234	9.229284003708926E-9
Nr2f2	Ets2	1.5705475507719446	4.737510383989729E-7
St18	Nol4	1.8841738451788657	4.737510383989729E-7
Zfp366	Ntf3	1.9987915906245644	9.044750415299063E-4
Zmynd15	Srgap1	1.7088653251978965	9.229284003708926E-9
Slc26a3	Pon1	1.3185370443695221	0.03263817847320993
Lmo2	Lrrc3b	1.5369927068967653	1.6986412276764895E-10
Tfcp2l1	Itga7	2.200072549642007	9.044750415299063E-4
Ikzf3	Ikzf1	1.8475801086573829	1.6986412276764895E-10
Nr4a3	Gm12877	1.9578973631374486	4.737510383989729E-7
Zc3h12d	Cd93	1.86568604194661	1.6986412276764895E-10
Casz1	Grid1	1.816793017483278	1.6986412276764895E-10
Mafb	D830026I12Rik	2.1443354241156354	9.229284003708926E-9
Klf5	Atcayos	1.4323737218906345	2.1949162487544527E-5
Tbx20	Rab3c	2.5149822283268217	9.229284003708926E-9
Notch4	Plcb2	1.605149998034208	4.737510383989729E-7
Slc26a3	Slc1a3	1.6217794423353855	9.044750415299063E-4
Nr3c2	Gnmt	1.1509846579038379	2.1949162487544527E-5
Myt1l	Ddc	2.177651561139169	1.6986412276764895E-10
Isl1	Gjb1	2.1857890136721267	9.229284003708926E-9
Zfp804a	Cacna2d3	1.3883970340663188	9.044750415299063E-4
Mlxipl	Myocd	1.381251231537264	9.229284003708926E-9
Nr3c1	Slc40a1	1.304294374306163	2.1949162487544527E-5
Tbx20	St18	2.3858699194198274	1.6986412276764895E-10
Tcf15	Myh11	2.096102182219072	1.6986412276764895E-10
Ebf1	BC035044	1.0056996952255997	0.03263817847320993
Prdm1	Tlr7	2.1706489628272947	4.737510383989729E-7
Runx3	Ms4a7	2.353876052416074	1.6986412276764895E-10
Aff3	Scn7a	1.450340323561959	9.044750415299063E-4
Ikzf1	Ipcef1	1.8771785797606892	0.03263817847320993
Stat4	Siglecg	1.946678628808027	9.229284003708926E-9
Tbx5	Aplnr	1.2900869709944685	0.03263817847320993
Pbx3	Cdh6	0.7385750473171622	9.044750415299063E-4
Irx5	Inpp5d	2.0580351745508056	9.044750415299063E-4
Klf5	Mylk2	1.4139110207815615	0.03263817847320993
Irf4	A530053G22Rik	1.7050616344761629	1.6986412276764895E-10
Cux2	Dcx	1.5090397550205985	9.044750415299063E-4
Ikzf1	Ccr5	1.912662210243792	2.1949162487544527E-5
Cers6	Nt5e	1.3595506228036538	9.229284003708926E-9
Zc3h12d	Cd33	2.062089423407526	9.229284003708926E-9
Ebf1	Ces2g	1.145768787370244	1.6986412276764895E-10
Tfap2b	Ptger3	1.8867163805995983	1.6986412276764895E-10
Sox10	Oas2	1.9143418578963995	1.6986412276764895E-10
Klf5	Fdps	1.2874811215924449	9.229284003708926E-9
Mafb	Dse	1.4179536440050455	9.044750415299063E-4
Zfp831	Ryr1	2.117359912345731	1.6986412276764895E-10
Zc3h12d	Cd53	2.4926929861515164	1.6986412276764895E-10
Notch1	Fcgr2b	1.6874678889431083	9.044750415299063E-4
Zdbf2	Lhfpl2	1.4054816844406357	0.03263817847320993
Klf2	Fcgr2b	1.6711239933120923	0.03263817847320993
Npas2	Gabra3	1.8362258329832248	1.6986412276764895E-10
Npas2	Gabrb1	1.5093548878414602	4.737510383989729E-7
Tbx20	Pcsk2	2.3185607646587063	9.229284003708926E-9
Rorb	P2ry10	1.6536911118211854	2.1949162487544527E-5
Tcf15	Itgbl1	1.3944528886171021	2.1949162487544527E-5
Nr4a3	Adamts19	1.4171191875705822	0.03263817847320993
Zc3h12d	Olfr1396	1.8396119884491453	9.229284003708926E-9
Bnc1	Tmem45b	2.185081678157477	1.6986412276764895E-10
Tfcp2l1	Atp2a1	2.2787856849314445	2.1949162487544527E-5
Nkx2-2	Ffar2	2.205448324406654	1.6986412276764895E-10
Zc3h12d	Cd86	2.4620759949299282	1.6986412276764895E-10
Zc3h12d	Cd84	2.2544661186634087	0.03263817847320993
Rorb	Myzap	1.8274369291369763	9.229284003708926E-9
Zfp608	Gm26714	1.2778364946287502	4.737510383989729E-7
Lef1	Lhfpl2	1.3614342768433048	4.737510383989729E-7
Chd5	Sgms2	2.11676234184595	0.03263817847320993
Nr5a2	Flt4	1.7997911636105226	9.044750415299063E-4
Klf5	Acta2	1.302028839991879	9.044750415299063E-4
Isl1	Tpx2	1.8591188299893737	1.6986412276764895E-10
E2f7	Kntc1	1.9629319149545212	9.229284003708926E-9
Mafb	Clec4n	2.0932585270214594	9.229284003708926E-9
Mitf	Nkx2-2	1.5213142064243055	9.044750415299063E-4
Runx1t1	Adamts2	1.2282383481399488	0.03263817847320993
Spi1	Dcstamp	1.7723785518225386	9.229284003708926E-9
Tfec	Gm12877	1.6138231325845847	2.1949162487544527E-5
Gli1	Itga7	1.9825796837842151	9.044750415299063E-4
Klf2	Ces2g	1.7627341244770154	0.03263817847320993
Pax2	Fgg	1.885794058997133	9.229284003708926E-9
Mafb	Clec7a	2.1974863741137747	9.229284003708926E-9
Egr1	Scand1	1.7414605003868324	4.737510383989729E-7
Nkx2-2	Scn4a	2.4976433093657766	2.1949162487544527E-5
Isl1	Cacnb4	1.7863196569917328	0.03263817847320993
Rorb	Cytip	1.6663863475430234	2.1949162487544527E-5
Prdm1	Lilra5	2.121403094755515	4.737510383989729E-7
Zmynd15	Aoah	1.7835980580015953	1.6986412276764895E-10
Mafb	Gm16332	1.7843373618663756	9.229284003708926E-9
Maf	Plcg2	1.5770611087520348	2.1949162487544527E-5
Nr5a2	A430093F15Rik	1.791236126841016	0.03263817847320993
Rorb	Cntn1	1.7427233007088507	2.1949162487544527E-5
Nkx2-2	Gm13629	3.0134093405529168	9.229284003708926E-9
Myt1l	Th	1.5990894878630757	2.1949162487544527E-5
Tbx5	Lep	1.4328603058988483	4.737510383989729E-7
Tcf15	Arsj	1.470641422370349	9.229284003708926E-9
Scand1	Hist1h2ae	2.257247828497602	0.03263817847320993
Hnf4a	Uroc1	1.8128395222106524	1.6986412276764895E-10
Tcf15	Arsi	1.567034484620585	9.229284003708926E-9
Casz1	Cacnb4	1.5637730064492597	9.229284003708926E-9
Scand1	Ccl19	2.063085714762139	9.044750415299063E-4
Pax5	Cd180	1.6070604589414828	4.737510383989729E-7
Nkx2-2	Stxbp6	1.634406773209531	9.044750415299063E-4
Cers6	S1pr3	1.3449999896433074	9.044750415299063E-4
Zc3h12d	Hs3st3a1	1.940147093397886	4.737510383989729E-7
Tfap2b	Ccser1	1.7807637873737028	4.737510383989729E-7
Meox1	Pou2af1	1.7005101812844028	9.044750415299063E-4
Zc3h12d	Hs3st3b1	2.027560134902816	9.044750415299063E-4
Tfcp2l1	Klb	1.2477508537087862	0.03263817847320993
Nr2f2	Aim2	1.7819391419206254	1.6986412276764895E-10
Slc26a3	Ntrk3	1.2948295854056224	4.737510383989729E-7
Stat4	Dpep2	1.6313576608602787	9.229284003708926E-9
Zfp804a	Adh7	1.5740215155599964	2.1949162487544527E-5
Atad2	Spag6l	1.9053257208347358	9.229284003708926E-9
Runx1t1	Gm13986	1.3398998687829642	0.03263817847320993
Isl1	9930038B18Rik	2.1323341090144763	2.1949162487544527E-5
Irf4	Ntrk2	1.5651192371821105	4.737510383989729E-7
Irf4	Ntrk3	1.3361508466631342	2.1949162487544527E-5
Mkx	Gal	1.7848644407259273	2.1949162487544527E-5
Klf5	Sfrp1	1.7006321357260528	1.6986412276764895E-10
Irx5	C5ar1	2.3178632418611276	9.229284003708926E-9
Lmo2	Abcc3	2.0378539142143706	1.6986412276764895E-10
Gata4	Lmo7	1.6321140349653998	9.044750415299063E-4
Isl1	Sphkap	1.6278991304598804	0.03263817847320993
Casz1	Cacng3	2.0566503836816246	1.6986412276764895E-10
Tal1	Il27ra	2.334062940937704	1.6986412276764895E-10
Sox17	Itgb7	1.9574270796086615	0.03263817847320993
Zfp804a	Mpped2	1.006187506206124	4.737510383989729E-7
Gli2	Ppfibp2	2.05197649922397	0.03263817847320993
Myt1	Msmo1	1.4308783384923267	9.044750415299063E-4
Meox2	Abi3bp	1.2722782883635848	9.229284003708926E-9
Nr3c1	Col6a6	1.3023554774123027	9.044750415299063E-4
Heyl	Ryr1	2.3303107799445835	2.1949162487544527E-5
Heyl	Gys1	2.0545400695556024	2.1949162487544527E-5
Nkx2-2	Tgtp2	2.276704111541734	9.229284003708926E-9
Zfp804a	C130073E24Rik	1.924278381992034	4.737510383989729E-7
Tfap2b	Bard1	1.7467118529128984	4.737510383989729E-7
Vav1	Abcc3	1.720684643448305	4.737510383989729E-7
Prdm1	Btnl9	2.043053480335545	9.229284003708926E-9
Gata3	Rap1gap2	1.6698577228808968	4.737510383989729E-7
Nkx2-2	Ankfn1	2.2422395792234853	2.1949162487544527E-5
Hnf1b	Cmya5	2.450784242401505	0.03263817847320993
Maf	Prrg1	1.7564059905869556	4.737510383989729E-7
Klf2	Clic5	1.793733353530694	4.737510383989729E-7
Sox17	Nfam1	2.076593701236175	1.6986412276764895E-10
Gli2	Nctc1	2.469380747126641	1.6986412276764895E-10
Ahr	Abcc9	1.7423041611873995	1.6986412276764895E-10
Hmga2	4930593A02Rik	1.3821341183638631	2.1949162487544527E-5
Notch4	Csf3r	1.7842070316197478	9.044750415299063E-4
Ikzf3	Sell	1.7766707266454087	2.1949162487544527E-5
Vav1	4933402J07Rik	1.8321816211093533	0.03263817847320993
Mlxipl	Mme	1.4844789324895398	2.1949162487544527E-5
Ahr	Abca9	1.6900227415551765	9.229284003708926E-9
Nkx2-2	Slc25a21	1.970996582145908	2.1949162487544527E-5
Trerf1	Fstl4	0.7833528786766104	4.737510383989729E-7
Tbx5	Rspo1	2.0665796334501794	1.6986412276764895E-10
Zmat4	Dlgap3	1.9299477719103053	0.03263817847320993
Ebf1	Galnt15	1.0303529790129047	9.044750415299063E-4
Zfp385b	Gpnmb	1.1335626383624928	9.044750415299063E-4
Hnf4a	Arg1	2.0709135353516475	1.6986412276764895E-10
Mafb	C7	1.7767094508893844	1.6986412276764895E-10
Zc3h12d	Fgr	1.7801563074543818	9.044750415299063E-4
